vehicle_id,charge_start_time,charge_end_time,mileage,charge_start_soc,charge_end_soc,charge_start_U,charge_end_U,charge_start_I,charge_end_I,charge_max_temp,charge_min_temp,charge_energy,dy
4,20171120184548,20171121014915,95811.1,36,100,349.2,383.5,-7.5,-7.7,16,7,19.15,
4,20171121132213,20171121143646,95898.4,33.6,94,351.9,369.6,-39.2,-40.7,18,8,18.308,
4,20171121192139,20171122024028,95981.3,34,100,348.9,383.7,-7.5,-7.5,16,8,19.83,
4,20171122123438,20171122135149,96072.3,33.6,95.6,351.5,370.6,-26.1,-40.3,19,9,18.729,
4,20171122213426,20171123044117,96167.7,36,100,351.3,383.4,-7.5,-7.5,12,6,19.275,
4,20171123120643,20171123132438,96248.3,35.2,98,350.7,373.4,-31.3,-40.3,18,8,19.045,
4,20171123210726,20171124045008,96338.2,31.2,100,349.2,382.8,-7.5,-7.5,13,5,20.865,
4,20171124121812,20171124133935,96429.4,32,100,350.2,372.9,-23,-22.3,18,7,19.808,
4,20171124213438,20171125045751,96516.3,35.2,100,350.5,383.5,-7.5,-7.5,12,5,20.013,
4,20171125121006,20171125133330,96610.6,30.4,97.2,348.1,371.8,-18.4,-39.8,19,9,20.186,
4,20171125212029,20171126050121,96708.8,31.2,100,349.3,383.2,-7.4,-7.5,14,6,20.804,
4,20171126132335,20171126144118,96800.2,30.8,93.2,349.8,368.7,-22.5,-39.9,18,7,18.9,
4,20171126190319,20171127022431,96876.5,33.2,100,348.1,382.9,-7.4,-7.6,15,3,19.92,
4,20171127113236,20171127124929,96967.9,32,94,349.2,369,-18.3,-40.1,17,7,18.592,
4,20171127214131,20171128043310,97043.8,38,100,352.1,382.8,-7.4,-7.6,11,6,18.593,
4,20171128202018,20171129015037,97107.3,50.4,100,354.4,382.8,-7.5,-7.5,8,3,14.931,
4,20171129130901,20171129143732,97190,35.2,96.4,350,372.2,-18.2,-40,14,3,18.921,
4,20171129212330,20171130040101,97260.5,44.4,100,354.1,381,-7.4,-7.5,13,2,16.791,
4,20171130130911,20171130142743,97335.5,40,98.8,351.9,381.1,-19.9,-40.4,15,4,17.844,
4,20171130210506,20171201051228,97433.5,32,100,349.7,383.5,-7.5,-7.4,18,2,20.741,
4,20171201124111,20171201135703,97515.7,37.2,98,353.4,372.1,-23.1,-19.3,16,5,18.519,
4,20171201192953,20171202020200,97592.7,41.2,100,350.7,383.4,-7.5,-7.5,12,3,17.693,
4,20171202124053,20171202135257,97677.7,32,90.4,350.9,367.7,-26.1,-40.1,16,6,17.52,
4,20171202174003,20171203002344,97742.8,40,100,349.8,383,-7.5,-7.5,15,6,18.243,
4,20171204122908,20171204135919,97818,37.2,98,351.4,374.7,-23,-40,13,3,18.406,
4,20171204203935,20171205032034,97893.6,39.6,100,352.8,382.6,-7.5,-7.6,10,3,18.095,
4,20171205130501,20171205142931,97974.7,36.8,93.6,351.9,369.3,-30,-40.1,16,5,20.792,
4,20171205204141,20171206034359,98048.3,36,100,351.7,383.4,-7.4,-7.5,12,4,19.057,
4,20171206124716,20171206140458,98133.9,34,97.6,352.2,372.9,-39.2,-40.5,19,8,19.052,
4,20171206211313,20171207040915,98217.3,38,100,351.7,383.2,-7.5,-7.4,13,6,18.795,
4,20171207124632,20171207140915,98300.4,34,99.6,351.5,383.5,-22.7,-19.4,19,7,19.89,
4,20171207214026,20171208034737,98370.3,45.2,100,354.3,383.4,-7.4,-7.5,10,3,16.581,
4,20171208110917,20171208121719,98438.7,46,98,353.1,374,-22.7,-40.8,14,4,15.815,
4,20171208215134,20171209043602,98519.3,39.6,100,352.7,383.4,-7.4,-7.5,9,4,18.262,
4,20171209101727,20171209112038,98592,44.4,95.2,353.7,369.4,-23,-39.8,16,6,15.41,
4,20171210205853,20171211021142,98636.7,52.8,100,354.6,382.6,-7.4,-7.6,6,3,14.139,
4,20171211124010,20171211142024,98718.7,32,98,350.2,370.7,-24.5,-19.4,14,2,19.808,
4,20171211201904,20171212035138,98796.7,36,100,351.9,382.9,-7.4,-7.6,16,2,19.046,
4,20171212121726,20171212135809,98877.6,32,98,349.4,374.8,-24,-40,14,3,19.765,
4,20171212204817,20171213050042,98956.9,33.2,100,350.6,382.8,-7.4,-4.3,17,2,20.235,
4,20171213121934,20171213135515,99040.1,34,98,350.7,371.3,-23.9,-19.2,15,3,19.272,
4,20171213212207,20171214041616,99111.7,42.4,100,353.8,383,-7.4,-7.5,17,2,17.353,
4,20171214124217,20171214135918,99201.5,34,96.8,353.1,372.8,-39.5,-40.7,16,5,19.143,
4,20171214212210,20171215044634,99275.7,37.2,100,352.3,383.7,-7.5,-7.5,16,2,18.872,
4,20171215121516,20171215133928,99373.7,33.2,99.2,351.9,373.6,-38.7,-18.7,18,5,20.081,
4,20171215202950,20171216031952,99440.2,43.6,100,354,380.6,-7.5,-7.5,14,2,17.139,
4,20171216121845,20171216135036,99527.1,31.6,98,349.4,372.1,-24.1,-19.7,16,4,20.102,
4,20171216195346,20171217033430,99608.4,34,100,351.1,383.3,-7.4,-7.5,16,2,19.655,
4,20171217124427,20171217141549,99699.2,32.8,98,350,370.3,-26.3,-19.4,16,3,19.817,
4,20171217185951,20171218022932,99779,32,100,347.8,383.4,-7.5,-7.5,14,3,20.264,
4,20171218123931,20171218140107,99861.7,33.6,100,350.9,372.1,-22.9,-22,17,6,19.848,
4,20171218200900,20171219005748,99914.3,58.4,100,354.6,383.2,-7.5,-7.5,11,4,13.063,
4,20171219123531,20171219135844,100004.1,32,98,348,375.2,-18.4,-40.4,16,4,19.911,
4,20171219205440,20171220042221,100082.6,37.2,100,351.7,383.2,-7.5,-4.3,11,2,19.569,
4,20171220130141,20171220141633,100167.2,38.8,99.2,354.3,373.8,-38.9,-19.2,17,6,18.265,
4,20171220204910,20171221040310,100254.7,35.2,100,351,383,-7.5,-7.4,13,3,19.571,
4,20171221114717,20171221130639,100344.3,34.8,98.8,353.6,371.9,-30.9,-19.5,18,6,19.404,
4,20171221210832,20171222042055,100441.4,35.2,100,351.2,382.8,-7.4,-7.4,12,4,19.51,
4,20171222122210,20171222133642,100520,39.2,99.2,354.4,373.2,-39.4,-19.7,18,8,18.306,
4,20171222212942,20171223045144,100603.3,34,100,350.6,383.4,-7.5,-7.6,13,5,19.948,
4,20171223130928,20171223142900,100690.5,34,98.4,351.3,376.1,-31.5,-40,18,8,19.48,
4,20171223212914,20171224042643,100780.1,39.2,100,351.8,383.6,-7.5,-7.5,12,6,18.845,
4,20171224120517,20171224132349,100867,36,99.2,351.5,373.8,-32.1,-19.4,18,8,19.135,
4,20171224214416,20171225051058,100955.7,33.2,100,350.4,382.6,-7.5,-7.5,11,4,20.136,
4,20171225125645,20171225141728,101040.8,36,98,351.2,374.5,-19.9,-40,16,4,18.665,
4,20171225203856,20171226031544,101108.6,40.4,100,352.8,382.8,-7.4,-7.5,11,3,17.914,
4,20171226123032,20171226135643,101200.3,31.2,99.2,352.3,372.8,-39.8,-19,16,5,20.607,
4,20171226210746,20171227040545,101277.2,42,100,353.3,383.4,-7.5,-7.4,16,2,17.672,
4,20171227123408,20171227135659,101367.3,34,99.6,353.6,378.2,-39.7,-18.9,18,5,19.745,
4,20171227213932,20171228045538,101460.5,34,100,351.1,383.3,-7.4,-7.5,10,3,19.66,
4,20171228130858,20171228143120,101550.2,31.2,98,349.2,375.1,-31,-39.8,17,5,20.252,
4,20171228203021,20171229032950,101628.1,38.4,100,351.5,383.1,-7.5,-7.5,12,3,18.92,
4,20171229125906,20171229144508,101720.7,31.2,97.2,350,374.7,-22.8,-39.8,13,2,20.647,
4,20171231132254,20171231144127,102052.4,37.2,99.6,351.8,373,-23.4,-19.4,16,5,18.951,
4,20180103115843,20180103132027,102579,34,100,352.8,379.6,-38.5,-3.4,18,5,19.73,
4,20180103213611,20180104053142,102662.1,32,100,350.5,382.8,-7.4,-7.5,16,2,20.307,
4,20180104123214,20180104141336,102755.1,30.4,99.2,348.7,375.4,-24.7,-19.7,16,3,20.796,
4,20180104195857,20180105024607,102836.8,38.8,100,352.1,382.7,-7.4,-7.4,10,3,18.359,
4,20180105130812,20180105142855,102914.9,33.2,100,352.8,374.2,-39.5,-28.5,16,5,19.679,
4,20180105193351,20180106023021,102986.6,39.2,100,349.2,383.5,-7.5,-7.5,13,3,18.78,
4,20180106122937,20180106134729,103065.7,34,95.2,350.9,370.6,-22.6,-39.9,15,4,18.469,
4,20180106193228,20180107020529,103136.8,41.2,100,349.7,382.8,-7.4,-7.6,11,4,17.737,
4,20180107212336,20180108034027,103201.9,47.6,100,354.5,382.2,-7.5,-7.5,13,2,15.993,
4,20180108122554,20180108141317,103285,31.2,98,349.5,370,-24,-19.2,15,3,20.219,
4,20180108195907,20180109033340,103358.6,36,100,351.5,383.6,-7.6,-7.6,17,2,19.222,
4,20180109105643,20180109122235,103448.2,32,100,349.8,378.5,-24.7,-3,18,4,20.29,
4,20180109212238,20180110055724,103529.6,33.6,100,351,380,-7.4,-7.5,18,0,20.031,
4,20180110124503,20180110125854,103609,32,38.8,350.2,359.8,-24,-24.6,10,3,2.008,
4,20180110130252,20180110131642,103609,38.8,45.6,357.2,361.3,-24.5,-24.3,10,3,2.023,
4,20180110131843,20180110142825,103609,45.6,100,359.2,374.5,-22.7,-22,16,4,15.863,
4,20180110200201,20180111045453,103688,32,100,349.2,383.7,-7.5,-7.5,20,2,20.848,
4,20180111122359,20180111122654,103772.4,31.2,31.2,345.1,346.5,-1.7,-2,8,0,0.049,
4,20180111122808,20180111142035,103772.4,31.2,94,346.6,371.3,-1.7,-40.6,13,0,18.956,
4,20180111204949,20180112052458,103848.3,33.2,100,350.8,383.7,-7.5,-7.5,20,0,20.036,
4,20180112122805,20180112141047,103927.6,32,98,349.5,370.8,-25.9,-19.3,16,2,19.819,
4,20180112212311,20180113042850,104006.8,40,100,353.1,383.4,-7.4,-7.5,17,2,17.982,
4,20180113131448,20180113144740,104089.3,31.2,98.4,349.6,370.1,-24.4,-19.2,16,4,20.399,
4,20180113213745,20180114044217,104173.9,38,100,352.4,382.7,-7.4,-4.3,10,2,18.676,
4,20180114125207,20180114140519,104245,40.8,100,352.4,383.6,-24.2,-21.9,16,4,17.823,
4,20180114214410,20180115045530,104327.1,35.6,100,351.3,383,-7.5,-7.5,12,4,19.465,
4,20180115122841,20180115135144,104410.4,34,99.2,352.3,375.3,-39.5,-19.3,18,6,19.831,
4,20180115205632,20180116033958,104482.9,39.2,100,352.3,382.6,-7.4,-7.6,11,4,18.208,
4,20180116123007,20180116134838,104559.1,37.6,100,353.6,378.2,-39.3,-19.9,18,7,18.927,
4,20180116214152,20180117045234,104641.6,36,100,351,383.4,-7.6,-7.5,11,3,19.431,
4,20180117115806,20180117131757,104729.9,36,100,351.4,380,-30,-19.4,17,5,19.521,
4,20180117212159,20180118025029,104801.9,50.4,100,354.7,382.8,-7.5,-7.5,10,4,14.845,
4,20180118115732,20180118131824,104888,32,100,350.8,372.7,-39.5,-18.5,17,5,20.056,
4,20180118214503,20180119045802,104974.3,36,100,351.3,382.8,-7.5,-7.5,10,3,19.526,
4,20180119121536,20180119133658,105050.9,36,100,352.1,381,-39,-3.9,18,7,19.496,
4,20180119210343,20180120040813,105135,36,100,351.3,383.2,-7.5,-7.5,12,4,19.147,
4,20180120125629,20180120141741,105216.7,36,100,353.2,383.4,-39.4,-19.3,17,5,19.406,
4,20180120211642,20180121040401,105300.8,38.8,100,352.4,383.4,-7.5,-7.5,11,3,18.379,
4,20180121130649,20180121143553,105377.4,37.2,100,350.4,383.7,-22.2,-19.2,15,3,18.898,
4,20180121195149,20180122032150,105463.9,36,100,351.5,383.4,-7.5,-7.6,18,2,19.134,
4,20180122123128,20180122142210,105548.1,31.6,100,350.4,382.5,-24.3,-18,14,2,20.578,
4,20180122205258,20180123044809,105627.2,36,90,351.7,360.7,-7.5,-4.5,24,-1,16.19,
4,20180123103240,20180123112541,105692.7,35.2,36,348.1,351.3,-8.2,-1.8,10,-1,0.646,
4,20180123113420,20180123115000,105695.3,34,36,347.9,353.7,-7,-6.9,9,-1,0.637,
4,20180123140152,20180123213126,105695.4,36,100,351.3,383.7,-4.5,-7.5,23,2,19.44,
4,20180124112413,20180124113113,105768.6,33.2,34,346.4,350.6,-7,-6.8,3,-1,0.282,
4,20180124113513,20180124113653,105769.2,33.2,33.2,347.5,349.8,-6.8,-7.1,4,-1,0.066,
4,20180124131905,20180124151220,105769.2,33.2,48.4,350.5,357.3,-4.5,-7.5,18,3,4.501,
4,20180127000003,20180127054513,106117.8,,,357.5,383.7,-7.5,-7.6,18,2,14.323,
4,20180127124315,20180127143127,106196.1,32,,348.9,383.4,-24,-24.1,15,2,20.263,
4,20180127183729,20180128025101,106284.3,30.4,,346,383.2,-7.5,-7.6,18,2,20.922,
4,20180128112656,20180128132929,106367.1,32,,346.1,368.5,-6.5,-18.9,12,0,19.836,
4,20180128230414,20180129065444,106445.8,34,,350.5,383.2,-7.5,-7.6,19,2,19.891,
4,20180129101034,20180129103025,106507,,,354.7,363.3,-24,-40.5,12,4,3.386,
4,20180129230901,20180130065213,106533,37.2,,350.9,383.2,-4.6,-7.5,19,2,19.008,
4,20180130115626,20180130131757,106614.4,32,,351.9,377.2,-40,-40.4,20,7,19.94,
4,20180130183718,20180131021706,106710.6,32,,347.2,382.9,-7.5,-7.4,15,3,20.72,
4,20180131122506,20180131122816,106788.7,36,38,350.7,357.6,-22.2,-24.4,7,4,0.458,
4,20180131123350,20180131140102,106788.7,38,,353.4,383.3,-23.6,-18.7,15,4,18.812,
4,20180131214912,20180201053609,106874.8,34,,350.8,382.5,-7.4,-7.5,16,2,19.967,
4,20180201114013,20180201125525,106945,,,353.6,382.9,-24.3,-19.6,15,4,16.773,
4,20180201211435,20180202043258,107021.3,38.8,,352.4,383,-7.4,-7.6,15,2,18.573,
4,20180202114154,20180202132057,107115.6,31.2,,349,373.2,-25.8,-19.1,16,3,20.572,
4,20180202211415,20180203055359,107207.4,32,,350.4,383.4,-7.5,-7.6,19,1,20.556,
4,20180203122758,20180203140721,107287.7,32,,350.1,372.2,-23.8,-24.2,16,3,19.949,
4,20180203212742,20180204055606,107371.6,32,,350.4,383.2,-7.5,-7.4,18,2,20.346,
4,20180204205817,20180205050220,107452.1,33.2,,351.1,380.7,-7.5,-7.5,15,0,19.999,
4,20180205124348,20180205142421,107523.5,,,354.7,376.1,-24.2,-19.2,12,1,17.927,
4,20180205212053,20180206054933,107603.1,33.2,,350.8,380.7,-7.4,-7.5,19,2,20.197,
4,20180206215704,20180206215814,107603.1,,,370.5,375,-4.4,-4.4,11,2,0.032,
4,20180207120901,20180207133803,107682.1,34,,350.4,379.8,-20.9,-19.2,16,4,19.915,
4,20180207201118,20180208041253,107768.2,33.2,,350.2,380.4,-7.5,-7.5,18,2,20.259,
4,20180208115251,20180208132104,107837.9,,,351.3,383,-23.5,-18.9,15,3,17.811,
4,20180208181847,20180209022120,107921.5,33.2,,347.7,379.4,-7.4,-7.5,19,2,20.105,
4,20180209175538,20180209234617,107980.3,,,351.2,382.1,-7.4,-7.6,14,2,14.345,
4,20180210121218,20180210134532,108054.8,38,,352.4,376.2,-24.6,-19.7,13,2,18.579,
4,20180210202054,20180211044538,108142.6,34,,351.3,382.5,-7.5,-7.4,22,2,19.705,
4,20180211121429,20180211142202,108226.1,38,,351.5,383.9,-23.9,-24.1,12,1,18.548,
4,20180211205630,20180212052902,108308,33.6,,350.5,383.4,-7.4,-7.6,21,2,20.21,
4,20180212121010,20180212133233,108400.8,34,,352.2,383.2,-35.7,-19.4,20,6,19.816,
4,20180212200610,20180213024921,108483.3,39.6,,352.1,383.2,-7.5,-7.6,13,3,18.196,
4,20180213192246,20180214014015,108552.7,,,354.1,382.2,-7.4,-7.6,9,4,17.051,
4,20180214114130,20180214130242,108643.5,33.2,,352.1,372.3,-39.5,-24.3,18,6,19.858,
4,20180214175953,20180215012746,108727.9,32.8,,347.4,383.5,-7.4,-7.5,16,4,20.197,
4,20180215124517,20180215182938,108782.8,,,350.4,381.5,-4.6,-7.5,13,2,14.593,
4,20180216121823,20180216131724,108844.5,,,355.1,384,-27.5,-40.5,15,6,14.562,
4,20180216174155,20180217005806,108931.6,34.8,,348.3,383.4,-7.4,-7.6,16,3,19.694,
4,20180217150938,20180217223208,109015,33.6,,347.5,381.3,-7.5,-7.4,10,6,19.957,
4,20180218115917,20180218132228,109105.5,32,,352.4,380.3,-39.5,-13.8,19,7,20.255,
4,20180218174449,20180219004538,109185.3,37.2,,349.4,382.8,-7.5,-7.6,18,8,19.054,
4,20180219130013,20180219142104,109270.2,33.2,,351.7,370.3,-38.6,-18.8,18,7,19.693,
4,20180219174928,20180220002741,109343.7,,,350.6,383.2,-7.4,-7.6,17,8,18.022,
4,20180220114157,20180220125909,109424.4,38.4,,353.5,378.8,-39.8,-19.3,19,8,18.66,
4,20180220180027,20180221012528,109503.7,33.2,,348.1,382.9,-7.5,-7.5,17,7,20.122,
4,20180221121447,20180221133641,109585.3,34,,351,377.9,-29.8,-19.3,18,7,19.675,
4,20180221175233,20180222011441,109672,34,,349.2,382.6,-7.6,-7.5,19,8,19.997,
4,20180222121043,20180222132755,109761,33.2,,351.5,370.2,-38.9,-40,18,8,18.874,
4,20180222173216,20180223004136,109834.1,36,,348.9,382.6,-7.6,-7.6,18,9,19.433,
4,20180223124505,20180223140337,109925.3,31.6,,349.6,370.9,-30,-41.1,20,10,19.471,
4,20180223211814,20180223235956,110009.5,34,,350.1,358.1,-7.6,-7.6,16,9,7.257,
4,20180402144859,20180402145050,114910.1,39.2,39.6,371.9,384.5,-40.4,-38.9,31,28,0.466,
4,20180402213230,20180403033408,114990.2,18.4,40,354.5,382.6,-7.5,-7.6,29,23,16.506,
4,20180403125629,20180403140311,115073.4,18.4,40,353.8,381.7,-29.7,-2.8,24,15,16.152,
4,20180403213512,20180404040348,115152.4,16.8,40,352.8,383.2,-7.4,-7.7,14,8,17.596,
4,20180404170622,20180404174213,115197.3,27.6,39.2,356.4,377.4,-39.6,-19.6,14,9,8.963,
4,20180405193515,20180406024052,115287.4,14.4,40,351.6,383,-7.5,-7.6,11,6,19.244,
4,20180406124521,20180406140052,115372.9,16,40,354.3,381.8,-39.1,-2.6,19,9,18.016,
4,20180406203143,20180407035130,115468.5,13.6,40,349.3,382.8,-7.5,-7.5,17,7,19.888,
4,20180407115908,20180407131520,115561.1,15.6,40,353.8,382.1,-39.1,-19.4,21,11,18.43,
4,20180407204236,20180408035835,115656,13.6,40,349.4,383.4,-7.6,-7.5,18,11,19.781,
4,20180408123508,20180408134149,115734.6,18.4,40,353.9,379.6,-29.3,-3,24,16,16.308,
4,20180408195335,20180409013145,115801.1,20,40,354.3,383.7,-7.5,-7.6,24,17,15.404,
4,20180409125151,20180409135418,115873.5,19.2,40,356.1,380.5,-39.2,-3,26,18,15.383,
4,20180409211845,20180410030416,115947.4,19.2,40,354.5,383.4,-7.4,-7.6,23,19,15.737,
4,20180410132655,20180410143727,116039.7,16,39.2,352.8,370.7,-29,-40.3,31,24,17.242,
4,20180410194003,20180411015904,116122.1,17.6,40,352.6,382.4,-7.6,-7.6,27,20,17.27,
4,20180411125529,20180411140300,116200.3,18.4,40,356.1,381.2,-37.6,-1.7,30,22,16.368,
4,20180411213445,20180412042055,116296,15.6,40,351.7,383.7,-7.6,-7.6,28,20,18.511,
4,20180412124823,20180412140854,116408.5,13.2,39.6,351.6,375.5,-39.5,-19.5,32,24,19.911,
4,20180412184140,20180412235546,116475.4,21.2,40,354.5,383.4,-7.6,-7.6,29,21,14.334,
4,20180413122725,20180413133526,116563.8,17.6,39.2,354.8,375.8,-39,-39.9,23,14,16.522,
4,20180413192507,20180414014542,116642.1,17.2,40,351.5,383,-7.5,-7.5,18,13,17.287,
4,20180414130233,20180414141614,116720.4,16.4,40,350.7,382.8,-2.6,-19.6,25,17,17.794,
4,20180414185606,20180415014628,116813.4,15.2,40,350.3,383.1,-7.5,-7.6,25,18,18.666,
4,20180415124227,20180415135238,116904.5,15.6,38.4,353.4,368.7,-39.3,-40.1,28,20,17.062,
4,20180415182202,20180415225528,116993.4,14.8,31.2,350.2,361.5,-7.5,-7.6,28,23,12.404,
5,20180418232149,20180419063928,66090.6,6,99,310.2,397.3,-19.3,-5,36,24,37.543,
5,20180419140341,20180419142341,66156.4,78,84,382.3,389.5,-25.1,-23.4,30,24,2.802,
5,20180419223641,20180420043819,66332.2,28,99,342,397.6,-17.5,-5,35,24,29.971,
5,20180420125015,20180420133245,66413.1,73,92,379.8,397.1,-31.1,-23.1,30,23,8.266,
5,20180421010237,20180421063443,66564.7,36,99,347,397.3,-16.4,-5,34,24,27.145,
5,20180421152553,20180421163054,66769.1,28,91,350.5,397,-72.6,-22.8,34,24,26.282,
5,20180421233210,20180422030846,66856.3,68,99,365.5,397.5,-15.8,-5.2,28,26,16.267,
5,20180422215322,20180423045201,67142.2,10,99,320.2,397.3,-18,-5.1,34,26,36.395,
5,20180423154920,20180423165622,67315.5,30,100,343,392.4,-6.7,-0.2,30,24,25.666,
5,20180423181454,20180423182554,67357.3,78,88,373.8,391.8,-6.1,-57.5,28,25,4.364,
5,20180423182824,20180423185354,67357.3,88,98,386.7,396.9,-26.8,-23.2,28,27,4.332,
5,20180423230947,20180424034053,67448.6,52,99,354.4,397.3,-16.4,-5.1,31,26,21.692,
5,20180424114943,20180424122314,67539.3,67,92,369.7,396.9,-0.1,-22.9,29,25,10.629,
5,20180424175726,20180424185857,67682.1,45,74,351.5,374.9,-29.5,0,29,24,11.984,
5,20180424224212,20180425034049,67756.6,44,99,348.2,397.3,-0.2,-5,30,26,24.467,
5,20180426193954,20180426224757,67856.6,68,99,373.3,397.5,-15,-5,25,24,13.471,
5,20180427215032,20180428033010,68040.6,32,99,345.9,397.3,-16.2,-5.1,34,24,27.767,
5,20180428223432,20180428223702,68212,41,41,348,348,-0.2,-0.2,30,29,0.003,
5,20180428224402,20180429035008,68212.6,40,99,350.2,397.3,-16.6,-5,34,29,25.049,
5,20180429061521,20180429062021,68246,86,86,386.7,386.7,-0.1,-0.1,33,30,0.003,
5,20180429072653,20180429075853,68294,80,91,385.5,397,-23.2,-23,27,26,4.818,
5,20180429080123,20180429081154,68294.1,99,100,392.5,391.7,-0.1,-0.1,27,27,0.007,
5,20180429081254,20180429081924,68294.1,100,100,391.7,391.7,-0.1,-0.1,27,27,0.004,
5,20180429095954,20180429100724,68294.2,99,99,391.4,391.4,-0.2,-0.1,27,26,0.006,
5,20180501054526,20180501062657,68760.9,76,92,381.3,397,-25.9,-23.2,34,23,6.721,
5,20180501161411,20180501164212,68907.6,39,74,350.3,389.3,-33.3,-80.9,32,27,14.376,
5,20180501165242,20180501171712,68907.6,75,92,379.3,392,-34.2,-0.1,29,26,7.629,
5,20180501203543,20180502003348,68992.8,58,99,360.5,397.5,-15.6,-5,34,30,18.295,
5,20180502113242,20180502120742,69085.4,66,91,373.6,397.1,-35.5,-23.2,31,24,10.85,
5,20180502181449,20180502183151,69247.4,38,60,352.1,374.4,-54.7,-80.4,32,28,8.793,
5,20180502220743,20180503040620,69329.6,29,99,341.3,397.3,-16.7,-5.1,34,29,30.378,
5,20180503161844,20180503171816,69507.4,35,90,349.5,397,-34,-22.8,33,23,23.313,
5,20180504122045,20180504123145,69672.3,27,43,343,350.9,-34,-2.2,36,33,6.286,
5,20180504125110,20180504125440,69672,43,46,357.4,353,-57.6,-17.8,34,32,1.387,
5,20180504131340,20180504132841,69672,46,61,355.1,377.3,-31.8,-81,34,32,6.193,
5,20180504133041,20180504141412,69672,61,93,364.6,397,-0.1,-22.8,33,27,13.396,
5,20180504225609,20180505054317,69870.6,18,99,331.8,397.3,-17.3,-5.1,34,25,34.211,
5,20180505112529,20180505130601,70005.9,48,92,356.7,396.9,-30.2,-22.6,30,24,18.312,
5,20180505202636,20180506021844,70179.3,33,99,344.5,397.3,-16.1,-5,35,24,28.513,
5,20180506202551,20180507032429,70418.4,11,99,322.9,397.3,-17.8,-5.2,31,26,35.839,
5,20180507185114,20180507195346,70576.1,43,73,352.4,376.5,-29.7,0,28,23,12.392,
5,20180507234512,20180508050718,70670.6,36,99,348,397.4,-16.6,-5,33,28,26.695,
5,20180508193648,20180508195248,70867.9,34,50,348.9,367.3,-33.6,-67.4,33,27,6.423,
5,20180509124723,20180509134954,71155.3,25,87,350,396.9,-67.4,-23.4,34,24,25.986,
5,20180509235232,20180510054310,71371.6,7,92,316.1,394.8,-12.9,0,34,29,34.129,
5,20180510123348,20180510132018,71579.6,20,74,337.9,388.5,-21.5,-51.8,36,26,22.125,
5,20180510132248,20180510135119,71579.6,74,89,381.7,396.9,-16.9,-22.5,29,26,6.478,
5,20180510191426,20180510192756,71714.3,46,63,353.7,376.4,-36,-80.6,34,30,6.769,
5,20180511153645,20180511163745,71999.7,35,92,356.9,397,-88.1,-23,32,24,23.891,
5,20180512130923,20180512135955,72343.7,38,58,350.6,366.9,-25.6,-26.6,32,24,7.787,
5,20180512140255,20180512142455,72343.8,58,80,370.8,391.8,-59.2,-57.6,30,26,9.024,
5,20180512143026,20180512143456,72343.8,80,80,381.7,381.3,-0.1,-0.1,29,28,0.003,
5,20180512144426,20180512145126,72343.8,80,80,381.2,381.1,-0.1,-0.1,29,28,0.004,
5,20180512145656,20180512145926,72343.8,80,80,381.1,381,-0.1,-0.1,28,28,0.002,
5,20180512192331,20180512194001,72444.2,45,65,353.7,382.6,-33.2,-80.4,32,28,8.358,
5,20180513005431,20180513074740,72581.6,14,99,327.1,397.4,-4.8,-5.1,34,24,34.954,
5,20180513224509,20180514051247,72880.6,20,99,335,397.5,-17.2,-5.1,34,29,32.754,
5,20180514064439,20180514071039,72930.2,83,100,387,393,-26.2,-0.1,34,24,4.021,
5,20180514230654,20180515041030,73230.1,47,99,350.9,397.3,-14.9,-5,35,24,23.777,
5,20180515160703,20180515163633,73425.1,24,33,339.1,349.3,-23.9,-16,36,23,3.57,
5,20180515164303,20180515173535,73425.2,33,81,349.1,392.4,-22.2,-57.1,30,23,19.305,
5,20180515231212,20180516054649,73570.4,23,99,333.5,397.2,-2.3,-5.1,34,24,32.165,
5,20180516150547,20180516164250,73814.3,6,91,315.8,397,-46.2,-23.2,34,27,34.678,
5,20180519093436,20180519102738,73984,17,80,338.6,394.5,-39.5,-45.3,30,24,25.938,
5,20180519162945,20180519171916,74140.5,24,81,341.3,394.9,-27.9,-45.4,33,24,24.171,
5,20180519233754,20180520063002,74338.8,9,97,325.4,397.5,-17.7,-5,34,24,35.62,
5,20180520132928,20180520143528,74532.5,27,90,352.1,397,-88.5,-23,34,24,26.7,
5,20180520215504,20180521035441,74703.1,19,95,339.3,397.4,-17.7,-5,32,27,31.129,
5,20180521120638,20180521124809,74887.8,30,79,346.9,386.5,-37.2,-0.1,34,24,20.306,
5,20180521170714,20180521175315,75035.3,25,70,344.8,383.9,-48.3,-59.3,31,24,18.036,
5,20180521224321,20180522050159,75176.4,19,99,334.1,397.3,-13.5,-5,34,24,32.602,
5,20180522113221,20180522113451,75295,60,60,360.5,360.6,-0.1,-0.2,28,26,0.001,
5,20180522113721,20180522124322,75295.1,60,91,365.6,396.9,-32.7,-22.6,29,24,13.171,
5,20180522183025,20180522190956,75420.8,52,70,355.1,369.9,-30.5,0,29,26,7.288,
5,20180522223730,20180523041507,75511.4,33,99,344.3,397.3,-16.9,-5.1,33,28,28.733,
5,20180523150148,20180523160748,75762.5,14,45,332.8,358,-30.1,-32.6,34,23,12.042,
5,20180523161119,20180523163250,75762.5,45,55,356.7,366.3,-32.6,-32.6,28,26,4.231,
5,20180523163620,20180523165050,75762.5,56,62,365,372.6,-32.6,-29.3,29,28,2.803,
5,20180523165450,20180523172121,75762.5,63,74,372.2,383.3,-29.3,-32.6,27,23,4.762,
