charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc
-5.0,395.9,94.0,31.78,35,23,-17.8,333.9,7.0,68281.5,7,2018,5,4,4,19,0,2018-05-04 19:20:01,2018-05-05 00:58:08,20287.0,5.635277777777778,62.0,87.0,91.0,15.43845812589343,12,380.5,4.181318681318682,1077.3,0.7126436781609196
-57.7,387.2,71.0,10.802999999999999,30,26,-21.1,354.5,43.0,68442.4,7,2018,5,5,5,11,0,2018-05-05 11:59:32,2018-05-05 12:20:32,1260.0,0.35,32.69999999999999,28.0,51.0,80.0,4,160.89999999999418,3.1549019607841995,661.4,1.1678571428571425
-5.0,397.7,99.0,25.003,33,27,-16.9,350.4,32.0,68558.6,7,2018,5,5,5,18,0,2018-05-05 18:53:42,2018-05-05 23:50:48,17826.0,4.951666666666667,47.30000000000001,67.0,39.0,13.530797711208345,6,116.20000000001164,2.979487179487478,393.1666666666667,0.7059701492537315
-5.0,397.7,99.0,33.192,32,26,-12.4,333.0,8.0,68877.8,7,2018,5,6,6,18,0,2018-05-06 18:16:04,2018-05-07 00:35:12,22748.0,6.318888888888889,64.69999999999999,91.0,91.0,14.401266045366626,6,319.1999999999971,3.5076923076922757,1105.2666666666667,0.7109890109890109
-124.6,368.5,26.0,8.658,30,27,-33.4,333.1,2.0,69104.8,7,2018,5,0,7,12,0,2018-05-07 12:54:18,2018-05-07 13:06:18,720.0,0.2,35.39999999999998,24.0,97.0,120.0,3,227.0,2.3402061855670104,739.1,1.474999999999999
-96.0,380.7,53.0,9.58,30,26,-54.0,355.2,27.0,69104.8,7,2018,5,0,7,13,0,2018-05-07 13:28:15,2018-05-07 13:44:15,960.0,0.26666666666666666,25.5,26.0,-1.0,97.5,4,0.0,-0.0,21.95,0.9807692307692307
-5.1,397.7,98.0,34.76,31,26,-17.9,331.3,1.0,69247.0,7,2018,5,0,7,20,0,2018-05-07 20:43:36,2018-05-08 03:17:15,23619.0,6.560833333333333,66.39999999999998,97.0,52.0,14.784707227232314,5,142.1999999999971,2.7346153846153287,419.35,0.6845360824742266
0.0,383.8,76.0,12.136,30,25,-75.2,362.2,44.0,69408.2,7,2018,5,1,8,11,0,2018-05-08 11:34:29,2018-05-08 11:57:30,1381.0,0.3836111111111111,21.600000000000023,32.0,54.0,83.4178131788559,5,161.1999999999971,2.985185185185131,497.23333333333335,0.6750000000000007
-5.0,397.8,99.0,26.423000000000002,32,27,-16.7,348.3,28.0,69538.0,7,2018,5,1,8,20,0,2018-05-08 20:12:58,2018-05-09 01:24:05,18667.0,5.185277777777777,49.5,71.0,48.0,13.692612631917289,5,129.8000000000029,2.7041666666667274,495.46666666666664,0.6971830985915493
0.0,385.7,80.0,10.548,30,24,-83.6,370.1,52.0,69679.7,7,2018,5,2,9,11,0,2018-05-09 11:32:49,2018-05-09 11:56:19,1410.0,0.39166666666666666,15.599999999999966,28.0,47.0,71.48936170212767,6,141.6999999999971,3.014893617021215,608.7333333333333,0.5571428571428559
-5.0,397.8,98.0,33.117,34,23,-17.7,334.3,7.0,69889.1,7,2018,5,2,9,19,0,2018-05-09 19:21:06,2018-05-10 01:44:44,23018.0,6.393888888888889,63.5,91.0,73.0,14.232339907898165,11,209.40000000000873,2.868493150685051,444.78333333333336,0.6978021978021978
0.0,362.6,49.0,10.667,30,28,-15.5,342.2,20.0,70117.3,7,2018,5,3,10,14,0,2018-05-10 14:03:25,2018-05-10 14:19:56,991.0,0.2752777777777778,20.400000000000034,29.0,78.0,105.3481331987891,2,228.1999999999971,2.925641025640988,738.6833333333333,0.7034482758620701
0.0,332.5,8.0,0.024,33,31,-17.5,334.6,8.0,70227.0,7,2018,5,3,10,18,0,2018-05-10 18:30:31,2018-05-10 18:31:01,30.0,0.008333333333333333,-2.1000000000000227,0.0,41.0,0.0,2,109.69999999999709,2.67560975609749,250.58333333333334,-inf
-5.0,397.8,99.0,33.065,35,23,-17.7,334.3,7.0,70229.5,7,2018,5,3,10,18,0,2018-05-10 18:43:32,2018-05-11 01:13:09,23377.0,6.493611111111111,63.5,92.0,1.0,14.167771741455276,12,2.5,2.5,12.516666666666667,0.6902173913043478
-5.0,397.8,98.0,31.855,35,23,-17.5,335.9,10.0,70571.1,7,2018,5,4,11,18,0,2018-05-11 18:24:32,2018-05-12 00:36:09,22297.0,6.193611111111111,61.900000000000034,88.0,89.0,14.2081894425259,12,341.6000000000058,3.838202247191077,1031.3833333333334,0.7034090909090913
0.0,386.3,79.0,15.161,30,25,-47.3,356.1,38.0,70747.7,7,2018,5,5,12,12,0,2018-05-12 12:49:18,2018-05-12 13:18:18,1740.0,0.48333333333333334,30.19999999999999,41.0,60.0,84.82758620689656,5,176.59999999999127,2.9433333333331877,733.15,0.7365853658536583
-5.0,397.8,98.0,34.048,34,23,-17.9,332.8,3.0,70942.0,7,2018,5,5,12,18,0,2018-05-12 18:54:23,2018-05-13 01:31:01,23798.0,6.610555555555556,65.0,95.0,76.0,14.37095554248256,11,194.3000000000029,2.5565789473684593,336.0833333333333,0.6842105263157895
0.0,376.0,65.0,10.296,32,29,-38.3,354.9,37.0,71129.0,7,2018,5,6,13,14,0,2018-05-13 14:02:31,2018-05-13 14:20:01,1050.0,0.2916666666666667,21.100000000000023,28.0,61.0,96.0,3,187.0,3.0655737704918034,751.5,0.7535714285714293
-4.9,397.7,98.0,29.712,37,23,-17.5,342.2,17.0,71660.0,7,2018,5,0,14,19,0,2018-05-14 19:32:18,2018-05-15 01:22:56,21038.0,5.8438888888888885,55.5,81.0,48.0,13.860633140032323,14,531.0,11.0625,1752.2833333333333,0.6851851851851852
-96.4,378.3,54.0,8.205,38,35,-23.8,350.4,33.0,71834.9,7,2018,5,1,15,12,0,2018-05-15 12:44:48,2018-05-15 12:58:19,811.0,0.22527777777777777,27.900000000000034,21.0,65.0,93.21824907521578,3,174.89999999999418,2.690769230769141,681.8666666666667,1.3285714285714303
0.0,388.6,82.0,10.029,38,29,-66.4,373.2,55.0,71834.9,7,2018,5,1,15,13,0,2018-05-15 13:02:19,2018-05-15 13:25:19,1380.0,0.38333333333333336,15.400000000000034,27.0,-1.0,70.43478260869564,9,0.0,-0.0,4.0,0.5703703703703716
-5.0,397.7,98.0,33.933,35,24,-17.7,333.3,4.0,72019.1,7,2018,5,1,15,20,0,2018-05-15 20:45:38,2018-05-16 03:17:16,23498.0,6.527222222222222,64.39999999999998,94.0,78.0,14.40122563622436,11,184.20000000001164,2.361538461538611,440.31666666666666,0.6851063829787232
-5.0,397.8,98.0,33.91,34,24,-17.6,333.2,5.0,72359.6,7,2018,5,2,16,20,0,2018-05-16 20:20:30,2018-05-17 02:51:38,23468.0,6.518888888888889,64.60000000000002,93.0,93.0,14.266234873018577,10,340.5,3.661290322580645,1023.2333333333333,0.6946236559139788
0.0,361.8,48.0,10.315,36,33,-61.8,349.1,19.0,72866.5,7,2018,5,4,18,15,0,2018-05-18 15:00:11,2018-05-18 15:16:41,990.0,0.275,12.699999999999989,29.0,79.0,105.45454545454544,3,506.8999999999942,6.416455696202458,2168.55,0.4379310344827582
-5.0,397.7,99.0,31.366,34,23,-17.5,337.5,12.0,72946.3,7,2018,5,4,18,18,0,2018-05-18 18:49:32,2018-05-19 00:54:39,21907.0,6.085277777777778,60.19999999999999,87.0,36.0,14.296800109554024,11,79.80000000000291,2.2166666666667476,212.85,0.6919540229885056
0.0,378.4,69.0,12.450999999999999,31,27,-83.5,360.6,35.0,73119.8,7,2018,5,5,19,11,0,2018-05-19 11:59:17,2018-05-19 12:20:18,1261.0,0.3502777777777778,17.799999999999955,34.0,64.0,97.06582077716098,4,173.5,2.7109375,664.6333333333333,0.5235294117647046
-5.1,397.7,99.0,30.177,33,27,-17.1,341.5,16.0,73268.0,7,2018,5,5,19,21,0,2018-05-19 21:11:30,2018-05-20 02:59:37,20887.0,5.801944444444445,56.19999999999999,83.0,53.0,14.305548906018098,6,148.1999999999971,2.7962264150942846,531.2,0.6771084337349397
-65.0,388.4,69.0,19.551,34,23,-52.7,345.1,15.0,73472.1,7,2018,5,6,20,12,0,2018-05-20 12:09:54,2018-05-20 12:59:55,3001.0,0.8336111111111111,43.299999999999955,54.0,84.0,64.7784071976008,11,204.10000000000582,2.429761904761974,550.2833333333333,0.801851851851851
-5.0,397.7,98.0,28.927,31,26,-16.7,343.2,18.0,73686.4,7,2018,5,6,20,21,0,2018-05-20 21:18:33,2018-05-21 02:55:39,20226.0,5.618333333333333,54.5,80.0,51.0,14.239098190447939,5,214.29999999998836,4.201960784313497,498.6333333333333,0.68125
-57.9,392.2,76.0,14.423,30,23,-62.9,358.7,36.0,73835.3,7,2018,5,0,21,11,0,2018-05-21 11:20:17,2018-05-21 11:56:47,2190.0,0.6083333333333333,33.5,40.0,62.0,65.75342465753425,7,148.90000000000873,2.4016129032259474,504.6333333333333,0.8375
0.0,355.4,39.0,5.745,30,27,-24.0,346.1,23.0,73951.2,7,2018,5,0,21,17,0,2018-05-21 17:07:01,2018-05-21 17:18:31,690.0,0.19166666666666668,9.299999999999955,16.0,53.0,83.47826086956522,3,115.89999999999418,2.186792452830079,310.23333333333335,0.5812499999999972
-65.2,365.6,37.0,9.171,32,23,-5.1,335.1,11.0,74001.8,7,2018,5,0,21,18,0,2018-05-21 18:44:18,2018-05-21 19:09:19,1501.0,0.41694444444444445,30.5,26.0,28.0,62.35842771485676,9,50.60000000000582,1.807142857143065,85.78333333333333,1.1730769230769231
0.0,365.5,49.0,6.433,27,23,-26.1,352.2,31.0,74018.2,7,2018,5,0,21,21,0,2018-05-21 21:21:40,2018-05-21 21:33:10,690.0,0.19166666666666668,13.300000000000011,18.0,6.0,93.91304347826086,4,16.39999999999418,2.733333333332363,132.35,0.7388888888888895
-4.9,397.8,98.0,21.516,29,26,-16.8,354.3,40.0,74147.5,7,2018,5,1,22,0,0,2018-05-22 00:42:14,2018-05-22 05:05:19,15785.0,4.384722222222222,43.5,58.0,9.0,13.227747861894205,3,129.3000000000029,14.36666666666699,189.06666666666666,0.75
0.0,365.7,57.0,3.7760000000000002,28,25,-16.7,356.7,46.0,74289.9,7,2018,5,1,22,14,0,2018-05-22 14:12:36,2018-05-22 14:51:37,2341.0,0.6502777777777777,9.0,11.0,52.0,16.9158479282358,3,142.39999999999418,2.7384615384614266,547.2833333333333,0.8181818181818182
-5.0,397.7,99.0,32.466,32,26,-17.5,335.4,9.0,74421.0,7,2018,5,1,22,19,0,2018-05-22 19:56:28,2018-05-23 02:07:06,22238.0,6.177222222222222,62.30000000000001,90.0,48.0,14.569655544563359,6,131.10000000000582,2.7312500000001214,304.85,0.6922222222222223
-5.0,397.9,98.0,34.375,35,23,-18.0,331.2,3.0,74701.2,7,2018,5,2,23,17,0,2018-05-23 17:13:26,2018-05-24 00:19:04,25538.0,7.0938888888888885,66.69999999999999,95.0,96.0,13.39180828569191,12,280.1999999999971,2.9187499999999695,906.3333333333334,0.7021052631578946
-13.1,364.5,52.0,13.195,34,27,-17.3,339.3,13.0,75057.7,7,2018,5,3,24,19,0,2018-05-24 19:42:11,2018-05-24 21:55:14,7983.0,2.2175,25.19999999999999,39.0,85.0,17.587373167981962,7,356.5,4.194117647058824,1163.1166666666666,0.6461538461538459
-17.1,397.3,91.0,17.84,30,23,-54.4,361.4,43.0,75080.2,7,2018,5,4,25,4,0,2018-05-25 04:58:03,2018-05-25 05:51:35,3212.0,0.8922222222222222,35.900000000000034,48.0,9.0,53.79825653798257,7,22.5,2.5,422.81666666666666,0.7479166666666673
-4.9,397.8,99.0,17.096,32,28,-16.3,364.2,59.0,75352.6,7,2018,5,4,25,20,0,2018-05-25 20:19:18,2018-05-25 23:58:23,13145.0,3.651388888888889,33.60000000000002,40.0,32.0,10.95473564092811,4,272.40000000000873,8.512500000000273,867.7166666666667,0.8400000000000005
-5.0,397.7,99.0,29.541999999999998,34,28,-17.1,342.3,17.0,75680.0,7,2018,5,5,26,19,0,2018-05-26 19:32:09,2018-05-27 01:12:46,20437.0,5.676944444444445,55.39999999999998,82.0,82.0,14.44439007682145,6,327.3999999999942,3.9926829268291972,1173.7666666666667,0.6756097560975607
-96.3,383.3,57.0,17.648,36,31,-32.2,336.5,8.0,75931.3,7,2018,5,6,27,14,0,2018-05-27 14:07:47,2018-05-27 14:36:47,1740.0,0.48333333333333334,46.80000000000001,49.0,91.0,101.37931034482759,5,251.3000000000029,2.7615384615384935,775.0166666666667,0.9551020408163268
-15.8,385.4,76.0,25.445999999999998,34,23,-18.0,333.1,4.0,76068.6,7,2018,5,6,27,19,0,2018-05-27 19:08:22,2018-05-27 23:26:57,15515.0,4.309722222222222,52.299999999999955,72.0,53.0,16.706413148565904,11,137.3000000000029,2.590566037735904,271.5833333333333,0.7263888888888883
-5.0,397.8,98.0,8.18,27,25,-15.1,383.9,76.0,76068.6,7,2018,5,0,28,1,0,2018-05-28 01:53:31,2018-05-28 04:08:03,8072.0,2.2422222222222223,13.900000000000034,22.0,0.0,9.81169474727453,2,0.0,,146.56666666666666,0.6318181818181834
-17.3,348.5,23.0,2.927,34,33,-17.2,339.3,14.0,76386.6,7,2018,5,0,28,18,0,2018-05-28 18:43:45,2018-05-28 19:12:46,1741.0,0.4836111111111111,9.199999999999989,9.0,84.0,18.609994256174613,1,318.0,3.7857142857142856,875.7,1.022222222222221
-17.4,349.5,25.0,0.6609999999999999,33,32,-16.6,347.5,23.0,76386.6,7,2018,5,0,28,20,0,2018-05-28 20:07:46,2018-05-28 20:16:18,512.0,0.14222222222222222,2.0,2.0,0.0,14.0625,1,0.0,,55.0,1.0
-5.0,397.7,98.0,26.896,34,24,-16.9,348.7,25.0,76386.6,7,2018,5,0,28,20,0,2018-05-28 20:41:18,2018-05-29 02:03:24,19326.0,5.368333333333333,49.0,73.0,0.0,13.598261409500155,10,0.0,,25.0,0.6712328767123288
-17.4,349.0,22.0,4.447,31,29,-17.4,335.7,8.0,76759.0,7,2018,5,1,29,20,0,2018-05-29 20:15:18,2018-05-29 20:59:19,2641.0,0.7336111111111111,13.300000000000011,14.0,90.0,19.083680424081788,2,372.3999999999942,4.137777777777713,1091.9,0.9500000000000008
-5.0,397.7,97.0,27.320999999999998,33,29,-8.2,347.4,22.0,76759.0,7,2018,5,1,29,21,0,2018-05-29 21:02:49,2018-05-30 05:30:29,30460.0,8.46111111111111,50.30000000000001,75.0,0.0,8.86408404464872,4,0.0,,3.5,0.6706666666666669
-65.7,381.7,61.0,12.59,33,27,-33.3,349.3,26.0,76963.1,7,2018,5,2,30,14,0,2018-05-30 14:21:44,2018-05-30 14:54:15,1951.0,0.5419444444444445,32.39999999999998,35.0,71.0,64.5822655048693,6,204.10000000000582,2.8746478873240258,531.25,0.925714285714285
-5.0,397.7,99.0,27.233,33,28,-8.7,345.0,24.0,77056.7,7,2018,5,2,30,19,0,2018-05-30 19:10:42,2018-05-31 03:36:22,30340.0,8.427777777777777,52.69999999999999,75.0,37.0,8.899143045484509,5,93.59999999999127,2.529729729729494,256.45,0.7026666666666666
-62.2,387.0,67.0,8.936,31,23,-43.1,358.4,43.0,77204.8,7,2018,5,3,31,10,0,2018-05-31 10:02:26,2018-05-31 10:26:27,1441.0,0.4002777777777778,28.600000000000023,24.0,56.0,59.95836224843858,8,148.10000000000582,2.644642857142961,386.06666666666666,1.1916666666666675
-5.0,397.7,98.0,27.136999999999997,32,28,-9.3,345.1,23.0,77391.4,7,2018,5,3,31,19,0,2018-05-31 19:25:25,2018-06-01 03:49:05,30220.0,8.394444444444444,52.599999999999966,75.0,44.0,8.934480476505627,4,186.59999999999127,4.240909090908892,538.9666666666667,0.7013333333333329
-56.6,384.9,68.0,5.329,32,30,-33.1,365.5,53.0,77586.1,7,2018,6,4,1,14,0,2018-06-01 14:02:21,2018-06-01 14:12:51,630.0,0.175,19.399999999999977,15.0,45.0,85.71428571428572,2,194.70000000001164,4.326666666666926,613.2666666666667,1.293333333333332
-5.0,397.8,97.0,31.872,37,23,-9.1,334.6,9.0,77732.6,7,2018,6,4,1,19,0,2018-06-01 19:35:43,2018-06-02 05:35:25,35982.0,9.995,63.19999999999999,88.0,59.0,8.804402201100551,14,146.5,2.483050847457627,322.8666666666667,0.718181818181818
0.0,365.9,52.0,15.055,35,31,-28.6,336.4,9.0,77983.1,7,2018,6,5,2,13,0,2018-06-02 13:34:28,2018-06-02 13:57:29,1381.0,0.3836111111111111,29.5,43.0,88.0,112.09268645908762,4,250.5,2.846590909090909,479.05,0.686046511627907
-5.0,397.7,98.0,32.813,35,24,-9.5,332.9,7.0,78101.5,7,2018,6,5,2,17,0,2018-06-02 17:51:04,2018-06-03 04:07:46,37002.0,10.278333333333334,64.80000000000001,91.0,45.0,8.853575482406356,11,118.39999999999418,2.631111111110982,233.58333333333334,0.7120879120879122
-5.2,397.8,99.0,26.893,34,23,-9.0,345.4,25.0,78411.2,7,2018,6,6,3,16,0,2018-06-03 16:15:15,2018-06-04 00:50:55,30940.0,8.594444444444445,52.400000000000034,74.0,73.0,8.610213316095669,11,309.6999999999971,4.242465753424618,727.4833333333333,0.7081081081081085
-96.0,376.5,50.0,13.045,38,37,-18.8,339.2,16.0,78629.9,7,2018,6,0,4,14,0,2018-06-04 14:32:19,2018-06-04 14:52:50,1231.0,0.34194444444444444,37.30000000000001,34.0,83.0,99.43135662063364,1,218.6999999999971,2.6349397590361097,821.4,1.097058823529412
-5.0,397.7,97.0,30.129,35,23,-9.0,338.5,14.0,78732.5,7,2018,6,0,4,18,0,2018-06-04 18:43:32,2018-06-05 04:11:43,34091.0,9.469722222222222,59.19999999999999,83.0,36.0,8.764776627262327,12,102.60000000000582,2.8500000000001617,230.7,0.7132530120481926
-5.0,397.7,99.0,26.522,34,30,-8.9,346.6,26.0,79059.0,7,2018,6,1,5,18,0,2018-06-05 18:57:46,2018-06-06 03:13:26,29740.0,8.261111111111111,51.099999999999966,73.0,71.0,8.836583725622058,4,326.5,4.598591549295775,886.05,0.6999999999999995
-28.1,395.7,86.0,6.756,32,23,-45.3,380.8,68.0,79152.4,7,2018,6,2,6,8,0,2018-06-06 08:02:20,2018-06-06 08:26:21,1441.0,0.4002777777777778,14.899999999999977,18.0,31.0,44.968771686328935,9,93.39999999999418,3.012903225806264,288.9,0.8277777777777765
0.0,390.2,93.0,0.373,24,23,-16.3,388.2,92.0,79152.2,7,2018,6,2,6,9,0,2018-06-06 09:41:07,2018-06-06 09:44:08,181.0,0.050277777777777775,2.0,1.0,-6.0,19.88950276243094,1,-0.19999999999708962,0.03333333333284827,74.76666666666667,2.0
-22.1,367.5,62.0,8.446,33,23,-25.3,349.8,39.0,79290.7,7,2018,6,2,6,13,0,2018-06-06 13:20:11,2018-06-06 14:22:43,3752.0,1.0422222222222222,17.69999999999999,23.0,54.0,22.068230277185503,10,138.5,2.564814814814815,216.05,0.7695652173913039
-54.1,389.4,76.0,15.140999999999998,36,31,-28.4,351.9,38.0,79606.2,7,2018,6,3,7,12,0,2018-06-07 12:00:12,2018-06-07 12:30:42,1830.0,0.5083333333333333,37.5,38.0,24.0,74.75409836065575,5,315.5,13.145833333333334,1297.4833333333333,0.9868421052631579
-5.0,397.7,98.0,26.524,37,23,-8.0,345.9,32.0,79716.8,7,2018,6,3,7,16,0,2018-06-07 16:25:17,2018-06-08 01:00:27,30910.0,8.58611111111111,51.80000000000001,66.0,44.0,7.686832740213524,14,110.60000000000582,2.513636363636496,234.58333333333334,0.784848484848485
0.0,373.6,66.0,10.436,37,30,-56.2,356.3,39.0,79890.7,7,2018,6,4,8,13,0,2018-06-08 13:15:48,2018-06-08 13:48:19,1951.0,0.5419444444444445,17.30000000000001,27.0,59.0,49.82060481804203,7,173.89999999999418,2.9474576271185455,735.35,0.6407407407407412
-5.0,397.7,98.0,26.978,35,23,-9.0,345.4,30.0,80867.5,7,2018,6,0,11,17,0,2018-06-11 17:40:10,2018-06-12 02:12:20,30730.0,8.536111111111111,52.30000000000001,68.0,19.0,7.9661568499837285,12,105.89999999999418,5.573684210526009,237.56666666666666,0.7691176470588237
-5.0,397.7,99.0,33.381,34,23,-9.0,331.7,12.0,81155.0,7,2018,6,1,12,17,0,2018-06-12 17:29:49,2018-06-13 04:04:31,38082.0,10.578333333333333,66.0,87.0,86.0,8.224357964392627,11,287.5,3.3430232558139537,917.4833333333333,0.7586206896551724
-115.7,367.4,36.0,5.437,35,32,-56.7,346.4,21.0,81368.3,7,2018,6,2,13,11,0,2018-06-13 11:50:33,2018-06-13 11:58:34,481.0,0.13361111111111112,21.0,15.0,78.0,112.26611226611226,3,213.3000000000029,2.734615384615422,466.03333333333336,1.4
-65.5,386.8,70.0,13.004000000000001,34,29,-56.7,356.8,37.0,81368.3,7,2018,6,2,13,12,0,2018-06-13 12:27:38,2018-06-13 12:59:38,1920.0,0.5333333333333333,30.0,33.0,-1.0,61.875,5,0.0,-0.0,29.066666666666666,0.9090909090909091
-21.3,391.7,85.0,18.053,37,29,-100.7,362.6,39.0,81644.8,7,2018,6,3,14,11,0,2018-06-14 11:51:58,2018-06-14 12:33:28,2490.0,0.6916666666666667,29.099999999999966,46.0,31.0,66.50602409638554,8,276.5,8.919354838709678,1372.3333333333333,0.6326086956521731
-5.0,397.7,97.0,31.636999999999997,37,23,-9.3,334.4,15.0,81806.6,7,2018,6,3,14,18,0,2018-06-14 18:02:35,2018-06-15 04:07:17,36282.0,10.078333333333333,63.30000000000001,82.0,70.0,8.136265916983628,14,161.8000000000029,2.311428571428613,329.1166666666667,0.7719512195121953
-22.1,375.5,65.0,4.231,34,23,-25.3,361.3,54.0,81938.7,7,2018,6,4,15,10,0,2018-06-15 10:08:34,2018-06-15 10:38:34,1800.0,0.5,14.199999999999989,11.0,43.0,22.0,11,132.09999999999127,3.072093023255611,361.28333333333336,1.29090909090909
-54.2,393.0,80.0,6.042000000000001,27,23,-47.2,377.6,65.0,81938.8,7,2018,6,4,15,11,0,2018-06-15 11:12:05,2018-06-15 11:29:05,1020.0,0.2833333333333333,15.399999999999977,15.0,0.0,52.94117647058824,4,0.10000000000582077,inf,33.516666666666666,1.026666666666665
-5.1,397.7,98.0,35.169000000000004,34,23,-9.5,321.2,6.0,82114.8,7,2018,6,4,15,17,0,2018-06-15 17:10:04,2018-06-16 04:18:48,40124.0,11.145555555555555,76.5,92.0,74.0,8.254411324892832,11,176.0,2.3783783783783785,340.98333333333335,0.8315217391304348
-5.1,397.8,98.0,27.756999999999998,37,23,-8.8,344.0,27.0,82444.0,7,2018,6,5,16,18,0,2018-06-16 18:54:59,2018-06-17 03:44:40,31781.0,8.828055555555556,53.80000000000001,71.0,71.0,8.042541140933261,14,329.1999999999971,4.636619718309818,876.1833333333333,0.7577464788732396
0.0,374.9,65.0,22.005,33,29,-32.5,330.1,8.0,82712.5,7,2018,6,6,17,13,0,2018-06-17 13:14:17,2018-06-17 13:51:48,2251.0,0.6252777777777778,44.799999999999955,57.0,90.0,91.15948467347845,4,268.5,2.9833333333333334,569.6166666666667,0.785964912280701
-5.0,397.7,98.0,32.746,37,23,-9.4,333.1,13.0,82846.6,7,2018,6,6,17,18,0,2018-06-17 18:13:24,2018-06-18 04:38:06,37482.0,10.411666666666667,64.59999999999997,85.0,52.0,8.163918680966864,14,134.10000000000582,2.578846153846266,261.6,0.7599999999999996
0.0,364.4,54.0,7.704,33,24,-31.1,350.1,33.0,83190.5,7,2018,6,0,18,15,0,2018-06-18 15:46:48,2018-06-18 16:17:19,1831.0,0.5086111111111111,14.299999999999955,21.0,65.0,41.28891316220644,9,343.8999999999942,5.290769230769142,668.7,0.6809523809523788
0.0,355.2,39.0,6.867000000000001,31,27,-50.5,345.4,21.0,83257.1,7,2018,6,0,18,17,0,2018-06-18 17:28:50,2018-06-18 17:41:21,751.0,0.2086111111111111,9.800000000000011,18.0,33.0,86.2849533954727,4,66.60000000000582,2.0181818181819944,71.51666666666667,0.5444444444444451
-5.1,397.8,97.0,29.094,34,23,-9.2,341.0,22.0,83306.3,7,2018,6,0,18,19,0,2018-06-18 19:11:23,2018-06-19 04:29:34,33491.0,9.303055555555556,56.80000000000001,75.0,17.0,8.061867367352423,11,49.19999999999709,2.8941176470586525,90.03333333333333,0.7573333333333335
-36.8,340.5,18.0,0.21,34,31,-37.4,339.3,17.0,83534.9,7,2018,6,1,19,13,0,2018-06-19 13:33:25,2018-06-19 13:34:25,60.0,0.016666666666666666,1.1999999999999886,1.0,80.0,60.0,3,228.59999999999127,2.8574999999998907,543.85,1.1999999999999886
0.0,365.3,55.0,14.103,32,23,-34.0,339.6,18.0,83534.9,7,2018,6,1,19,13,0,2018-06-19 13:37:55,2018-06-19 14:19:27,2492.0,0.6922222222222222,25.69999999999999,37.0,0.0,53.45104333868379,9,0.0,,3.5,0.6945945945945943
-5.0,397.7,99.0,27.892,30,27,-8.8,343.6,26.0,83621.4,7,2018,6,1,19,17,0,2018-06-19 17:45:13,2018-06-20 02:27:54,31361.0,8.711388888888889,54.099999999999966,73.0,29.0,8.379834826695577,3,86.5,2.9827586206896552,205.76666666666668,0.7410958904109585
-90.3,370.8,47.0,9.788,34,30,-46.2,343.8,21.0,83861.0,7,2018,6,2,20,12,0,2018-06-20 12:39:24,2018-06-20 12:54:54,930.0,0.25833333333333336,27.0,26.0,78.0,100.64516129032258,4,239.60000000000582,3.0717948717949466,611.5,1.0384615384615385
0.0,379.9,73.0,10.035,31,28,-51.8,362.6,48.0,83861.0,7,2018,6,2,20,13,0,2018-06-20 13:10:06,2018-06-20 13:30:06,1200.0,0.3333333333333333,17.299999999999955,25.0,-1.0,75.0,3,0.0,-0.0,15.2,0.6919999999999982
-5.0,397.8,98.0,26.244,36,23,-8.8,346.2,32.0,84367.6,7,2018,6,3,21,19,0,2018-06-21 19:22:31,2018-06-22 03:46:12,30221.0,8.394722222222223,51.60000000000002,66.0,41.0,7.8620826577545415,13,506.6000000000058,12.356097560975751,1792.4166666666667,0.7818181818181822
-5.0,397.7,98.0,33.458,34,28,-17.8,333.0,11.0,84748.7,7,2018,6,4,22,18,0,2018-06-22 18:57:38,2018-06-23 02:50:17,28359.0,7.8775,64.69999999999999,87.0,87.0,11.044112980006346,6,381.09999999999127,4.380459770114842,911.4333333333333,0.7436781609195401
-5.0,397.7,99.0,32.374,34,23,-12.3,333.3,15.0,85099.7,7,2018,6,5,23,18,0,2018-06-23 18:43:29,2018-06-24 03:18:10,30881.0,8.578055555555556,64.39999999999998,84.0,83.0,9.7924290016515,11,351.0,4.228915662650603,953.2,0.7666666666666664
0.0,378.3,70.0,25.039,37,33,-25.2,317.9,4.0,85368.8,7,2018,6,6,24,13,0,2018-06-24 13:48:26,2018-06-24 14:30:56,2550.0,0.7083333333333334,60.400000000000034,66.0,95.0,93.17647058823529,4,269.1000000000058,2.8326315789474297,630.2666666666667,0.9151515151515157
-5.0,397.7,97.0,29.351,37,23,-8.7,340.8,22.0,85490.4,7,2018,6,6,24,18,0,2018-06-24 18:38:01,2018-06-25 04:03:13,33912.0,9.42,56.89999999999998,75.0,48.0,7.961783439490446,14,121.59999999999127,2.5333333333331516,247.08333333333334,0.7586666666666664
-54.2,388.8,75.0,22.88,37,32,-49.9,340.1,16.0,85718.8,7,2018,6,0,25,13,0,2018-06-25 13:04:51,2018-06-25 13:44:52,2401.0,0.6669444444444445,48.69999999999999,59.0,81.0,88.46314035818409,5,228.40000000000873,2.819753086419861,541.6333333333333,0.8254237288135591
