charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,phase,energy/dsoc,P/kW,charge_mode
-19.2,371.3,98.0,19.272000000000002,15,3,-23.9,350.7,34.0,99040.1,4,2017,12,2,13,12,0,2017-12-13 12:19:34,2017-12-13 13:55:15,5741.0,1.5947222222222222,20.600000000000023,64.0,66.0,40.13238111827208,12,83.20000000001164,1.260606060606237,438.8666666666667,0.32187500000000036,310.55722222222226,0,0.30112500000000003,12.084863264239681,2
-7.5,383.0,100.0,17.352999999999998,17,2,-7.4,353.8,42.4,99111.7,4,2017,12,2,13,21,0,2017-12-13 21:22:07,2017-12-14 04:16:16,24849.0,6.9025,29.19999999999999,57.6,55.6,8.344802607750815,15,71.59999999999127,1.2877697841725049,446.8666666666667,0.5069444444444442,317.45972222222224,0,0.3012673611111111,2.5140166606302063,0
-40.7,372.8,96.8,19.143,16,5,-39.5,353.1,34.0,99201.5,4,2017,12,3,14,12,0,2017-12-14 12:42:17,2017-12-14 13:59:18,4621.0,1.283611111111111,19.69999999999999,62.8,66.0,48.92447522181346,11,89.80000000000291,1.3606060606061048,506.01666666666665,0.3136942675159234,318.74333333333334,0,0.30482484076433125,14.913395368967757,2
-7.5,383.7,100.0,18.872,16,2,-7.5,352.3,37.2,99275.7,4,2017,12,3,14,21,0,2017-12-14 21:22:10,2017-12-15 04:46:34,26664.0,7.406666666666666,31.399999999999977,62.8,59.599999999999994,8.478847884788479,14,74.19999999999709,1.2449664429529714,442.8666666666667,0.49999999999999967,326.15,0,0.3005095541401274,2.547974797479748,0
-18.7,373.6,99.2,20.081,18,5,-38.7,351.9,33.2,99373.7,4,2017,12,4,15,12,0,2017-12-15 12:15:16,2017-12-15 13:39:28,5052.0,1.4033333333333333,21.700000000000045,66.0,66.8,47.03087885985748,13,98.0,1.4670658682634732,448.7,0.32878787878787946,327.5533333333333,0,0.3042575757575757,14.309501187648456,2
-7.5,380.6,100.0,17.139,14,2,-7.5,354.0,43.6,99440.2,4,2017,12,4,15,20,0,2017-12-15 20:29:50,2017-12-16 03:19:52,24602.0,6.833888888888889,26.600000000000023,56.4,55.6,8.25298756198683,12,66.5,1.1960431654676258,410.3666666666667,0.47163120567375927,334.3872222222222,0,0.30388297872340425,2.507942443703764,0
-19.7,372.1,98.0,20.102,16,4,-24.1,349.4,31.6,99527.1,4,2017,12,5,16,12,0,2017-12-16 12:18:45,2017-12-16 13:50:36,5511.0,1.5308333333333333,22.700000000000045,66.4,68.4,43.375068045726735,12,86.90000000000873,1.2704678362574375,538.8833333333333,0.3418674698795187,335.9180555555555,0,0.30274096385542165,13.131409907457812,2
-7.5,383.3,100.0,19.655,16,2,-7.4,351.1,34.0,99608.4,4,2017,12,5,16,19,0,2017-12-16 19:53:46,2017-12-17 03:34:30,27644.0,7.678888888888889,32.19999999999999,66.0,64.0,8.594993488641297,14,81.29999999998836,1.270312499999818,363.1666666666667,0.4878787878787877,343.5969444444444,0,0.29780303030303035,2.5596151063521924,0
-19.4,370.3,98.0,19.817,16,3,-26.3,350.0,32.8,99699.2,4,2017,12,6,17,12,0,2017-12-17 12:44:27,2017-12-17 14:15:49,5482.0,1.5227777777777778,20.30000000000001,65.2,67.2,42.816490331995624,13,90.80000000000291,1.3511904761905194,549.95,0.3113496932515339,345.11972222222215,0,0.30394171779141105,13.013717621306093,2
-7.5,383.4,100.0,20.264,14,3,-7.5,347.8,32.0,99779.0,4,2017,12,6,17,18,0,2017-12-17 18:59:51,2017-12-18 02:29:32,26981.0,7.494722222222222,35.599999999999966,68.0,66.0,9.073051406545346,11,79.80000000000291,1.2090909090909532,284.03333333333336,0.5235294117647054,352.61444444444436,0,0.298,2.703769319150513,1
-22.0,372.1,100.0,19.848,17,6,-22.9,350.9,33.6,99861.7,4,2017,12,0,18,12,0,2017-12-18 12:39:31,2017-12-18 14:01:07,4896.0,1.36,21.200000000000045,66.4,66.4,48.82352941176471,11,82.69999999999709,1.2454819277107994,609.9833333333333,0.3192771084337356,353.9744444444444,0,0.2989156626506024,14.594117647058821,2
-7.5,383.2,100.0,13.062999999999999,11,4,-7.5,354.6,58.4,99914.3,4,2017,12,0,18,20,0,2017-12-18 20:09:00,2017-12-19 00:57:48,17328.0,4.8133333333333335,28.599999999999966,41.6,41.6,8.642659279778393,7,52.60000000000582,1.2644230769232168,367.8833333333333,0.6874999999999991,358.7877777777777,0,0.314014423076923,2.7139196675900275,0
-40.4,375.2,98.0,19.910999999999998,16,4,-18.4,348.0,32.0,100004.1,4,2017,12,1,19,12,0,2017-12-19 12:35:31,2017-12-19 13:58:44,4993.0,1.3869444444444445,27.19999999999999,66.0,68.0,47.58662126977769,12,89.80000000000291,1.3205882352941605,697.7166666666667,0.41212121212121194,360.17472222222216,0,0.30168181818181816,14.356018425796112,2
-4.3,383.2,100.0,19.569000000000003,11,2,-7.5,351.7,37.2,100082.6,4,2017,12,1,19,20,0,2017-12-19 20:54:40,2017-12-20 04:22:21,26861.0,7.461388888888889,31.5,62.8,60.8,8.416663564275343,9,78.5,1.2911184210526316,415.93333333333334,0.5015923566878981,367.63611111111106,0,0.3116082802547771,2.6227020587468823,0
-19.2,373.8,99.2,18.265,17,6,-38.9,354.3,38.8,100167.2,4,2017,12,2,20,13,0,2017-12-20 13:01:41,2017-12-20 14:16:33,4492.0,1.2477777777777779,19.5,60.400000000000006,61.2,48.406055209260906,11,84.59999999999127,1.3823529411763278,519.3333333333334,0.3228476821192053,368.88388888888886,0,0.3024006622516556,14.638023152270703,2
-7.4,383.0,100.0,19.570999999999998,13,3,-7.5,351.0,35.2,100254.7,4,2017,12,2,20,20,0,2017-12-20 20:49:10,2017-12-21 04:03:10,26040.0,7.233333333333333,32.0,64.8,64.0,8.95852534562212,10,87.5,1.3671875,392.6166666666667,0.4938271604938272,376.1172222222222,0,0.30202160493827157,2.7056682027649765,1
-19.5,371.9,98.8,19.404,18,6,-30.9,353.6,34.8,100344.3,4,2017,12,3,21,11,0,2017-12-21 11:47:17,2017-12-21 13:06:39,4762.0,1.3227777777777778,18.299999999999955,64.0,65.2,48.383032339353214,12,89.60000000000582,1.3742331288344452,464.1166666666667,0.2859374999999993,377.44,0,0.3031875,14.669130617387651,2
-7.4,382.8,100.0,19.51,12,4,-7.4,351.2,35.2,100441.4,4,2017,12,3,21,21,0,2017-12-21 21:08:32,2017-12-22 04:20:55,25943.0,7.206388888888889,31.600000000000023,64.8,63.599999999999994,8.992020969047527,8,97.09999999999127,1.5267295597482906,481.8833333333333,0.4876543209876547,384.6463888888889,0,0.30108024691358026,2.7073198936129206,1
-19.7,373.2,99.2,18.305999999999997,18,8,-39.4,354.4,39.2,100520.0,4,2017,12,4,22,12,0,2017-12-22 12:22:10,2017-12-22 13:36:42,4472.0,1.2422222222222221,18.80000000000001,60.0,60.8,48.3005366726297,10,78.60000000000582,1.2927631578948326,481.25,0.3133333333333335,385.8886111111111,0,0.3051,14.73649373881932,2
-7.6,383.4,100.0,19.948,13,5,-7.5,350.6,34.0,100603.3,4,2017,12,4,22,21,0,2017-12-22 21:29:42,2017-12-23 04:51:44,26522.0,7.367222222222222,32.799999999999955,66.0,65.2,8.95860040720911,8,83.30000000000291,1.2776073619632347,473.0,0.4969696969696963,393.2558333333333,0,0.30224242424242426,2.7076691048940504,1
-40.0,376.1,98.4,19.48,18,8,-31.5,351.3,34.0,100690.5,4,2017,12,5,23,13,0,2017-12-23 13:09:28,2017-12-23 14:29:00,4772.0,1.3255555555555556,24.80000000000001,64.4,66.0,48.58340318524728,10,87.19999999999709,1.321212121212077,497.73333333333335,0.38509316770186347,394.5813888888889,0,0.3024844720496894,14.695725062866723,2
-7.5,383.6,100.0,18.845,12,6,-7.5,351.8,39.2,100780.1,4,2017,12,5,23,21,0,2017-12-23 21:29:14,2017-12-24 04:26:43,25049.0,6.958055555555555,31.80000000000001,60.8,59.2,8.738073376182681,6,89.60000000000582,1.5135135135136117,420.23333333333335,0.5230263157894739,401.5394444444445,0,0.30995065789473686,2.7083715916803066,0
-19.4,373.8,99.2,19.135,18,8,-32.1,351.5,36.0,100867.0,4,2017,12,6,24,12,0,2017-12-24 12:05:17,2017-12-24 13:23:49,4712.0,1.308888888888889,22.30000000000001,63.2,64.0,48.28522920203735,10,86.89999999999418,1.357812499999909,458.56666666666666,0.35284810126582294,402.84833333333336,0,0.30276898734177216,14.619269949066213,2
-7.5,382.6,100.0,20.136,11,4,-7.5,350.4,33.2,100955.7,4,2017,12,6,24,21,0,2017-12-24 21:44:16,2017-12-25 05:10:58,26802.0,7.445,32.200000000000045,66.8,66.0,8.972464741437205,7,88.69999999999709,1.3439393939393498,500.45,0.48203592814371327,410.29333333333335,0,0.301437125748503,2.7046339825386165,1
-40.0,374.5,98.0,18.665,16,4,-19.9,351.2,36.0,101040.8,4,2017,12,0,25,12,0,2017-12-25 12:56:45,2017-12-25 14:17:28,4843.0,1.3452777777777778,23.30000000000001,62.0,64.0,46.08713607268222,12,85.10000000000582,1.329687500000091,465.78333333333336,0.37580645161290344,411.6386111111111,0,0.3010483870967742,13.874457980590542,2
-7.5,382.8,100.0,17.914,11,3,-7.4,352.8,40.4,101108.6,4,2017,12,0,25,20,0,2017-12-25 20:38:56,2017-12-26 03:15:44,23808.0,6.613333333333333,30.0,59.6,57.6,9.012096774193548,8,67.80000000000291,1.1770833333333839,381.46666666666664,0.5033557046979865,418.25194444444446,0,0.30057046979865776,2.7087701612903228,1
-19.0,372.8,99.2,20.607,16,5,-39.8,352.3,31.2,101200.3,4,2017,12,1,26,12,0,2017-12-26 12:30:32,2017-12-26 13:56:43,5171.0,1.436388888888889,20.5,68.0,68.8,47.34093985689422,11,91.69999999999709,1.3328488372092602,554.8,0.3014705882352941,419.68833333333333,0,0.3030441176470588,14.346393347514987,2
-7.4,383.4,100.0,17.672,16,2,-7.5,353.3,42.0,101277.2,4,2017,12,1,26,21,0,2017-12-26 21:07:46,2017-12-27 04:05:45,25079.0,6.966388888888889,30.099999999999966,58.0,57.2,8.325690817018222,14,76.89999999999418,1.3444055944054927,431.05,0.5189655172413787,426.65472222222223,0,0.3046896551724138,2.5367518641094144,0
-18.9,378.2,99.6,19.745,18,5,-39.7,353.6,34.0,101367.3,4,2017,12,2,27,12,0,2017-12-27 12:34:08,2017-12-27 13:56:59,4971.0,1.3808333333333334,24.599999999999966,65.6,66.0,47.50754375377187,13,90.10000000000582,1.3651515151516034,508.3833333333333,0.3749999999999995,428.03555555555556,0,0.3009908536585366,14.299336149668076,2
-7.5,383.3,100.0,19.66,10,3,-7.4,351.1,34.0,101460.5,4,2017,12,2,27,21,0,2017-12-27 21:39:32,2017-12-28 04:55:38,26166.0,7.2683333333333335,32.19999999999999,66.0,65.6,9.080486127035083,7,93.19999999999709,1.420731707317029,462.55,0.4878787878787877,435.3038888888889,0,0.29787878787878785,2.70488420087136,1
-39.8,375.1,98.0,20.252,17,5,-31.0,349.2,31.2,101550.2,4,2017,12,3,28,13,0,2017-12-28 13:08:58,2017-12-28 14:31:20,4942.0,1.3727777777777779,25.900000000000034,66.8,68.8,48.66046135167948,12,89.69999999999709,1.3037790697673997,493.3333333333333,0.3877245508982041,436.6766666666667,0,0.3031736526946108,14.752569809793604,2
-7.5,383.1,100.0,18.92,12,3,-7.5,351.5,38.4,101628.1,4,2017,12,3,28,20,0,2017-12-28 20:30:21,2017-12-29 03:29:50,25169.0,6.991388888888889,31.600000000000023,61.6,59.6,8.810838730183956,9,77.90000000000873,1.3070469798659183,359.01666666666665,0.5129870129870133,443.66805555555555,0,0.30714285714285716,2.706186181413644,1
-39.8,374.7,97.2,20.647,13,2,-22.8,350.0,31.2,101720.7,4,2017,12,4,29,12,0,2017-12-29 12:59:06,2017-12-29 14:45:08,6362.0,1.7672222222222222,24.69999999999999,66.0,68.8,37.34674630619302,11,92.59999999999127,1.3459302325580127,569.2666666666667,0.37424242424242404,445.4352777777778,0,0.3128333333333333,11.683307136120716,2
-19.4,373.0,99.6,18.951,16,5,-23.4,351.8,37.2,102052.4,4,2017,12,6,31,13,0,2017-12-31 13:22:54,2017-12-31 14:41:27,4713.0,1.3091666666666666,21.19999999999999,62.39999999999999,60.0,47.6639083386378,11,331.6999999999971,5.5283333333332845,2797.766666666667,0.3397435897435896,446.74444444444447,0,0.3037019230769231,14.475620623806494,2
-3.4,379.6,100.0,19.73,18,5,-38.5,352.8,34.0,102579.0,4,2018,1,2,3,11,0,2018-01-03 11:58:43,2018-01-03 13:20:27,4904.0,1.3622222222222222,26.80000000000001,66.0,66.0,48.450244698205545,13,84.39999999999418,1.2787878787877907,408.1666666666667,0.40606060606060623,448.1066666666667,0,0.29893939393939395,14.4836867862969,2
-7.5,382.8,100.0,20.307000000000002,16,2,-7.4,350.5,32.0,102662.1,4,2018,1,2,3,21,0,2018-01-03 21:36:11,2018-01-04 05:31:42,28531.0,7.925277777777778,32.30000000000001,68.0,68.0,8.580140899372612,14,83.10000000000582,1.2220588235294974,495.73333333333335,0.47500000000000014,456.03194444444443,0,0.2986323529411765,2.5623076653464656,0
-19.7,375.4,99.2,20.796,16,3,-24.7,348.7,30.4,102755.1,4,2018,1,3,4,12,0,2018-01-04 12:32:14,2018-01-04 14:13:36,6082.0,1.6894444444444445,26.69999999999999,68.80000000000001,69.6,40.72344623479119,13,93.0,1.3362068965517242,420.53333333333336,0.38808139534883695,457.7213888888889,0,0.30226744186046506,12.309371917132522,2
-7.4,382.7,100.0,18.359,10,3,-7.4,352.1,38.8,102836.8,4,2018,1,3,4,19,0,2018-01-04 19:58:57,2018-01-05 02:46:07,24430.0,6.786111111111111,30.599999999999966,61.2,60.400000000000006,9.018419975440032,7,81.69999999999709,1.3526490066224683,345.35,0.49999999999999944,464.5075,0,0.299983660130719,2.7053786328284897,1
-28.5,374.2,100.0,19.679000000000002,16,5,-39.5,352.8,33.2,102914.9,4,2018,1,4,5,13,0,2018-01-05 13:08:12,2018-01-05 14:28:55,4843.0,1.3452777777777778,21.399999999999977,66.8,66.8,49.6551724137931,11,78.09999999999127,1.169161676646576,622.0833333333334,0.32035928143712544,465.85277777777776,0,0.29459580838323357,14.628205657650218,2
-7.5,383.5,100.0,18.78,13,3,-7.5,349.2,39.2,102986.6,4,2018,1,4,5,19,0,2018-01-05 19:33:51,2018-01-06 02:30:21,24990.0,6.941666666666666,34.30000000000001,60.8,60.8,8.758703481392557,10,71.70000000001164,1.1792763157896653,304.93333333333334,0.5641447368421055,472.7944444444444,0,0.30888157894736845,2.705402160864346,0
-39.9,370.6,95.2,18.469,15,4,-22.6,350.9,34.0,103065.7,4,2018,1,5,6,12,0,2018-01-06 12:29:37,2018-01-06 13:47:29,4672.0,1.2977777777777777,19.700000000000045,61.2,66.0,47.157534246575345,11,79.09999999999127,1.1984848484847161,599.2666666666667,0.32189542483660205,474.0922222222222,0,0.301781045751634,14.231250000000001,2
-7.6,382.8,100.0,17.737000000000002,11,4,-7.4,349.7,41.2,103136.8,4,2018,1,5,6,19,0,2018-01-06 19:32:28,2018-01-07 02:05:29,23581.0,6.550277777777778,33.10000000000002,58.8,54.0,8.976718544590984,7,71.10000000000582,1.3166666666667746,344.98333333333335,0.5629251700680277,480.6424999999999,0,0.30164965986394565,2.7078240956702433,1
-7.5,382.2,100.0,15.993,13,2,-7.5,354.5,47.6,103201.9,4,2018,1,6,7,21,0,2018-01-07 21:23:36,2018-01-08 03:40:27,22611.0,6.280833333333334,27.69999999999999,52.4,52.4,8.342841979567467,11,65.09999999999127,1.2423664122135738,1158.1166666666666,0.528625954198473,486.9233333333333,0,0.30520992366412214,2.54631816372562,0
-19.2,370.0,98.0,20.219,15,3,-24.0,349.5,31.2,103285.0,4,2018,1,0,8,12,0,2018-01-08 12:25:54,2018-01-08 14:13:17,6443.0,1.7897222222222222,20.5,66.8,68.8,37.324227844171965,12,83.10000000000582,1.207848837209387,525.45,0.3068862275449102,488.7130555555555,0,0.3026796407185629,11.297283873971754,2
-7.6,383.6,100.0,19.222,17,2,-7.6,351.5,36.0,103358.6,4,2018,1,0,8,19,0,2018-01-08 19:59:07,2018-01-09 03:33:40,27273.0,7.575833333333334,32.10000000000002,64.0,62.0,8.447915520844791,15,73.60000000000582,1.1870967741936422,345.8333333333333,0.5015625000000004,496.28888888888883,0,0.30034375,2.5372786272137278,0
-3.0,378.5,100.0,20.29,18,4,-24.7,349.8,32.0,103448.2,4,2018,1,1,9,10,0,2018-01-09 10:56:43,2018-01-09 12:22:35,5152.0,1.431111111111111,28.69999999999999,68.0,68.0,47.51552795031056,14,89.59999999999127,1.317647058823401,443.05,0.4220588235294116,497.71999999999997,0,0.29838235294117643,14.1777950310559,2
-7.5,380.0,100.0,20.031,18,0,-7.4,351.0,33.6,103529.6,4,2018,1,1,9,21,0,2018-01-09 21:22:38,2018-01-10 05:57:24,30886.0,8.579444444444444,29.0,66.4,66.4,7.739428867448035,18,81.40000000000873,1.2259036144579627,540.05,0.43674698795180716,506.2994444444444,0,0.3016716867469879,2.3347665609013792,0
-24.6,359.8,38.8,2.008,10,3,-24.0,350.2,32.0,103609.0,4,2018,1,2,10,12,0,2018-01-10 12:45:03,2018-01-10 12:58:54,831.0,0.23083333333333333,9.600000000000023,6.799999999999997,68.0,29.458483754512624,7,79.39999999999418,1.1676470588234438,407.65,1.4117647058823568,506.53027777777777,0,0.29529411764705893,8.698916967509025,2
-24.3,361.3,45.6,2.023,10,3,-24.5,357.2,38.8,103609.0,4,2018,1,2,10,13,0,2018-01-10 13:02:52,2018-01-10 13:16:42,830.0,0.23055555555555557,4.100000000000023,6.800000000000004,0.0,29.493975903614473,7,0.0,,3.966666666666667,0.6029411764705912,506.7608333333333,0,0.2974999999999998,8.774457831325302,2
-22.0,374.5,100.0,15.863,16,4,-22.7,359.2,45.6,103609.0,4,2018,1,2,10,13,0,2018-01-10 13:18:43,2018-01-10 14:28:25,4182.0,1.1616666666666666,15.300000000000011,54.4,0.0,46.829268292682926,12,0.0,,2.0166666666666666,0.2812500000000002,507.9225,0,0.2915992647058824,13.655380200860833,2
-7.5,383.7,100.0,20.848000000000003,20,2,-7.5,349.2,32.0,103688.0,4,2018,1,2,10,20,0,2018-01-10 20:02:01,2018-01-11 04:54:53,31972.0,8.88111111111111,34.5,68.0,68.0,7.656699612160641,18,79.0,1.161764705882353,333.6,0.5073529411764706,516.8036111111111,0,0.30658823529411766,2.347454022269486,0
-40.6,371.3,94.0,18.956,13,0,-1.7,346.6,31.2,103772.4,4,2018,1,3,11,12,0,2018-01-11 12:28:08,2018-01-11 14:20:35,6747.0,1.8741666666666668,24.69999999999999,62.8,0.0,33.50822587816807,13,0.0,,1.2333333333333334,0.3933121019108279,518.7263888888888,0,0.3018471337579618,10.114361938639394,2
-7.5,383.7,100.0,20.035999999999998,20,0,-7.5,350.8,33.2,103848.3,4,2018,1,3,11,20,0,2018-01-11 20:49:49,2018-01-12 05:24:58,30909.0,8.585833333333333,32.89999999999998,66.8,60.8,7.780258177229933,20,75.90000000000873,1.2483552631580384,389.23333333333335,0.49251497005987993,527.3122222222221,0,0.299940119760479,2.333611569445792,0
-19.3,370.8,98.0,19.819000000000003,16,2,-25.9,349.5,32.0,103927.6,4,2018,1,4,12,12,0,2018-01-12 12:28:05,2018-01-12 14:10:47,6162.0,1.7116666666666667,21.30000000000001,66.0,68.0,38.558909444985396,14,79.30000000000291,1.166176470588278,423.1166666666667,0.3227272727272729,529.0238888888888,0,0.3002878787878788,11.57877312560857,2
-7.5,383.4,100.0,17.982,17,2,-7.4,353.1,40.0,104006.8,4,2018,1,4,12,21,0,2018-01-12 21:23:11,2018-01-13 04:28:50,25539.0,7.094166666666666,30.299999999999955,60.0,58.0,8.457653001292142,15,79.19999999999709,1.3655172413792602,432.4,0.5049999999999992,536.1180555555554,0,0.29969999999999997,2.534758604487255,0
-19.2,370.1,98.4,20.399,16,4,-24.4,349.6,31.2,104089.3,4,2018,1,5,13,13,0,2018-01-13 13:14:48,2018-01-13 14:47:40,5572.0,1.5477777777777777,20.5,67.2,68.8,43.41708542713568,12,82.5,1.1991279069767442,525.9666666666667,0.3050595238095238,537.6658333333332,0,0.3035565476190476,13.179540559942572,2
-4.3,382.7,100.0,18.676,10,2,-7.4,352.4,38.0,104173.9,4,2018,1,5,13,21,0,2018-01-13 21:37:45,2018-01-14 04:42:17,25472.0,7.075555555555556,30.30000000000001,62.0,60.400000000000006,8.762562814070352,8,84.59999999999127,1.4006622516554845,410.0833333333333,0.488709677419355,544.7413888888888,0,0.3012258064516129,2.639510050251256,0
-21.9,383.6,100.0,17.823,16,4,-24.2,352.4,40.8,104245.0,4,2018,1,6,14,12,0,2018-01-14 12:52:07,2018-01-14 14:05:19,4392.0,1.22,31.200000000000045,59.2,59.2,48.52459016393443,12,71.10000000000582,1.2010135135136117,489.8333333333333,0.5270270270270278,545.9613888888888,0,0.3010641891891892,14.609016393442623,2
-7.5,383.0,100.0,19.465,12,4,-7.5,351.3,35.6,104327.1,4,2018,1,6,14,21,0,2018-01-14 21:44:10,2018-01-15 04:55:30,25880.0,7.188888888888889,31.69999999999999,64.4,64.4,8.958268933539413,8,82.10000000000582,1.2748447204969846,458.85,0.4922360248447203,553.1502777777777,0,0.302251552795031,2.707650695517774,1
-19.3,375.3,99.2,19.831,18,6,-39.5,352.3,34.0,104410.4,4,2018,1,0,15,12,0,2018-01-15 12:28:41,2018-01-15 13:51:44,4983.0,1.3841666666666668,23.0,65.2,66.0,47.10415412402167,12,83.29999999998836,1.2621212121210357,453.18333333333334,0.352760736196319,554.5344444444444,0,0.3041564417177914,14.32703190848886,2
-7.6,382.6,100.0,18.208,11,4,-7.4,352.3,39.2,104482.9,4,2018,1,0,15,20,0,2018-01-15 20:56:32,2018-01-16 03:39:58,24206.0,6.723888888888889,30.30000000000001,60.8,60.0,9.042386185243327,7,72.5,1.2083333333333333,424.8,0.49835526315789497,561.2583333333332,0,0.2994736842105263,2.707956704949186,1
-19.9,378.2,100.0,18.927,18,7,-39.3,353.6,37.6,104559.1,4,2018,1,1,16,12,0,2018-01-16 12:30:07,2018-01-16 13:48:38,4711.0,1.3086111111111112,24.599999999999966,62.4,62.4,47.68414349395032,11,76.20000000001164,1.2211538461540328,530.15,0.3942307692307687,562.5669444444443,0,0.3033173076923077,14.463426024198682,2
-7.5,383.4,100.0,19.430999999999997,11,3,-7.6,351.0,36.0,104641.6,4,2018,1,1,16,21,0,2018-01-16 21:41:52,2018-01-17 04:52:34,25842.0,7.178333333333334,32.39999999999998,64.0,64.0,8.915718597631761,8,82.5,1.2890625,473.23333333333335,0.5062499999999996,569.7452777777776,0,0.30360937499999996,2.7068957511028553,1
-19.4,380.0,100.0,19.521,17,5,-30.0,351.4,36.0,104729.9,4,2018,1,2,17,11,0,2018-01-17 11:58:06,2018-01-17 13:17:57,4791.0,1.3308333333333333,28.600000000000023,64.0,64.0,48.09016906700063,12,88.29999999998836,1.379687499999818,425.53333333333336,0.44687500000000036,571.0761111111109,0,0.305015625,14.668252974326863,2
-7.5,382.8,100.0,14.845,10,4,-7.5,354.7,50.4,104801.9,4,2018,1,2,17,21,0,2018-01-17 21:21:59,2018-01-18 02:50:29,19710.0,5.475,28.100000000000023,49.6,49.6,9.059360730593609,6,72.0,1.4516129032258065,484.03333333333336,0.5665322580645166,576.5511111111109,0,0.2992943548387097,2.7114155251141554,1
-18.5,372.7,100.0,20.055999999999997,17,5,-39.5,350.8,32.0,104888.0,4,2018,1,3,18,11,0,2018-01-18 11:57:32,2018-01-18 13:18:24,4852.0,1.3477777777777777,21.899999999999977,68.0,68.0,50.45342126957956,12,86.10000000000582,1.266176470588321,547.05,0.32205882352941145,577.8988888888887,0,0.2949411764705882,14.880791426215993,2
-7.5,382.8,100.0,19.526,10,3,-7.5,351.3,36.0,104974.3,4,2018,1,3,18,21,0,2018-01-18 21:45:03,2018-01-19 04:58:02,25979.0,7.216388888888889,31.5,64.0,64.0,8.868701643635244,7,86.30000000000291,1.3484375000000455,506.65,0.4921875,585.1152777777776,0,0.30509375,2.70578544208784,1
-3.9,381.0,100.0,19.496,18,7,-39.0,352.1,36.0,105050.9,4,2018,1,4,19,12,0,2018-01-19 12:15:36,2018-01-19 13:36:58,4882.0,1.356111111111111,28.899999999999977,64.0,64.0,47.1937730438345,11,76.59999999999127,1.1968749999998636,437.56666666666666,0.45156249999999964,586.4713888888887,0,0.304625,14.376403113478082,2
-7.5,383.2,100.0,19.147000000000002,12,4,-7.5,351.3,36.0,105135.0,4,2018,1,4,19,21,0,2018-01-19 21:03:43,2018-01-20 04:08:13,25470.0,7.075,31.899999999999977,64.0,64.0,9.045936395759718,8,84.10000000000582,1.314062500000091,446.75,0.49843749999999964,593.5463888888887,0,0.29917187500000003,2.706289752650177,1
-19.3,383.4,100.0,19.406,17,5,-39.4,353.2,36.0,105216.7,4,2018,1,5,20,12,0,2018-01-20 12:56:29,2018-01-20 14:17:41,4872.0,1.3533333333333333,30.19999999999999,64.0,64.0,47.29064039408867,12,81.69999999999709,1.2765624999999545,528.2666666666667,0.4718749999999998,594.8997222222221,0,0.30321875,14.339408866995074,2
-7.5,383.4,100.0,18.379,11,3,-7.5,352.4,38.8,105300.8,4,2018,1,5,20,21,0,2018-01-20 21:16:42,2018-01-21 04:04:01,24439.0,6.788611111111111,31.0,61.2,61.2,9.01509881746389,8,84.10000000000582,1.3741830065360428,419.01666666666665,0.5065359477124183,601.6883333333332,0,0.3003104575163399,2.7073284504275956,1
-19.2,383.7,100.0,18.898,15,3,-22.2,350.4,37.2,105377.4,4,2018,1,6,21,13,0,2018-01-21 13:06:49,2018-01-21 14:35:53,5344.0,1.4844444444444445,33.30000000000001,62.8,62.8,42.30538922155689,12,76.59999999999127,1.2197452229297974,542.8,0.5302547770700639,603.1727777777776,0,0.3009235668789809,12.73068862275449,2
-7.6,383.4,100.0,19.134,18,2,-7.5,351.5,36.0,105463.9,4,2018,1,6,21,19,0,2018-01-21 19:51:49,2018-01-22 03:21:50,27001.0,7.500277777777778,31.899999999999977,64.0,64.0,8.533017295655716,16,86.5,1.3515625,315.93333333333334,0.49843749999999964,610.6730555555554,0,0.29896875,2.55110551461057,0
-18.0,382.5,100.0,20.578000000000003,14,2,-24.3,350.4,31.6,105548.1,4,2018,1,0,22,12,0,2018-01-22 12:31:28,2018-01-22 14:22:10,6642.0,1.845,32.10000000000002,68.4,68.4,37.07317073170732,12,84.20000000001164,1.2309941520469536,549.6333333333333,0.4692982456140354,612.5180555555554,0,0.3008479532163743,11.15338753387534,2
-4.5,360.7,90.0,16.19,24,-1,-7.5,351.7,36.0,105627.2,4,2018,1,0,22,20,0,2018-01-22 20:52:58,2018-01-23 04:48:09,28511.0,7.919722222222222,9.0,54.0,64.0,6.818420960331101,25,79.09999999999127,1.2359374999998636,390.8,0.16666666666666666,620.4377777777777,0,0.2998148148148148,2.044263617551121,0
-6.9,353.7,36.0,0.637,9,-1,-7.0,347.9,34.0,105695.3,4,2018,1,1,23,11,0,2018-01-23 11:34:20,2018-01-23 11:50:00,940.0,0.2611111111111111,5.800000000000011,2.0,2.0,7.659574468085106,10,2.6000000000058208,1.3000000000029104,8.65,2.9000000000000057,621.5824999999999,0,0.3185,2.439574468085106,0
