charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,phase,charge_mode
-16.1,374.7,34.0,18.329,18,5,-48.5,329.7,11.2,143942.0,11,2017,12,3,21,22,0,2017-12-21 22:55:03,2017-12-22 00:09:08,4445.0,1.2347222222222223,45.0,22.8,20.0,18.465691788526435,13,106.0,5.3,308.25,1.9736842105263157,96.83472222222224,0,3
-16.1,374.8,33.6,17.570999999999998,18,9,-7.1,328.9,12.0,144057.0,11,2017,12,4,22,15,0,2017-12-22 15:52:46,2017-12-22 17:08:36,4550.0,1.2638888888888888,45.900000000000034,21.6,22.0,17.090109890109893,9,115.0,5.2272727272727275,943.6333333333333,2.1250000000000013,98.09861111111113,0,3
-16.1,374.8,33.2,20.18,20,7,-11.1,322.2,8.0,144177.0,11,2017,12,4,22,22,0,2017-12-22 22:32:59,2017-12-22 23:52:19,4760.0,1.3222222222222222,52.60000000000002,25.200000000000003,25.6,19.058823529411768,13,120.0,4.6875,324.3833333333333,2.087301587301588,99.42083333333335,0,3
-16.1,374.8,33.2,20.872,18,7,-8.1,320.0,7.6,144306.0,11,2017,12,5,23,15,0,2017-12-23 15:50:59,2017-12-23 17:12:08,4869.0,1.3525,54.80000000000001,25.6,25.6,18.927911275415898,11,129.0,5.0390625,958.6666666666666,2.1406250000000004,100.77333333333335,0,3
-16.2,374.7,34.0,21.099,21,7,-8.1,319.8,8.0,144434.0,11,2017,12,5,23,22,0,2017-12-23 22:56:02,2017-12-24 00:17:38,4896.0,1.36,54.89999999999998,26.0,25.200000000000003,19.11764705882353,14,128.0,5.079365079365079,343.9,2.1115384615384607,102.13333333333335,0,3
-16.0,371.3,32.0,22.078000000000003,20,9,-6.1,310.2,4.4,144574.0,11,2017,12,6,24,16,0,2017-12-24 16:43:47,2017-12-24 17:58:57,4510.0,1.2527777777777778,61.10000000000002,27.6,29.6,22.031042128603104,11,140.0,4.72972972972973,986.15,2.2137681159420297,103.38611111111113,0,3
-16.1,374.8,33.2,21.903000000000002,21,7,-8.6,318.5,5.6,144701.0,11,2017,12,6,24,23,0,2017-12-24 23:17:03,2017-12-25 00:41:09,5046.0,1.4016666666666666,56.30000000000001,27.6,26.4,19.690844233055888,14,127.0,4.8106060606060606,318.1,2.0398550724637685,104.7877777777778,0,3
-16.1,374.7,31.2,23.534000000000002,19,7,-50.2,316.9,1.6,144840.0,11,2017,12,0,25,16,0,2017-12-25 16:09:09,2017-12-25 17:46:19,5830.0,1.6194444444444445,57.80000000000001,29.599999999999998,31.6,18.2778730703259,12,139.0,4.398734177215189,928.0,1.9527027027027033,106.40722222222225,0,3
-16.1,374.7,33.6,19.233,19,5,-7.8,324.5,9.6,144943.0,11,2017,12,0,25,23,0,2017-12-25 23:03:19,2017-12-26 00:20:24,4625.0,1.2847222222222223,50.19999999999999,24.0,21.6,18.68108108108108,14,103.0,4.768518518518518,317.0,2.0916666666666663,107.69194444444447,0,3
-16.0,372.3,32.4,19.566,17,6,-19.8,321.4,8.0,145062.0,11,2017,12,1,26,16,0,2017-12-26 16:47:06,2017-12-26 17:58:16,4270.0,1.1861111111111111,50.900000000000034,24.4,25.6,20.57142857142857,11,119.0,4.6484375,986.7,2.0860655737704934,108.87805555555559,0,3
-16.1,374.6,30.8,20.403,19,4,-8.1,320.6,5.6,145171.0,11,2017,12,1,26,22,0,2017-12-26 22:58:19,2017-12-27 00:18:25,4806.0,1.335,54.0,25.200000000000003,26.799999999999997,18.876404494382026,15,109.0,4.067164179104478,300.05,2.142857142857143,110.21305555555558,0,3
-16.0,371.6,31.2,9.922,11,3,-9.9,340.5,19.2,145230.0,11,2017,12,2,27,12,0,2017-12-27 12:16:51,2017-12-27 13:01:51,2700.0,0.75,31.100000000000023,12.0,11.600000000000001,16.0,8,59.0,5.086206896551723,718.4333333333333,2.5916666666666686,110.96305555555558,0,3
-16.1,371.4,32.0,17.805999999999997,17,6,-6.2,323.7,10.0,145331.0,11,2017,12,2,27,18,0,2017-12-27 18:01:23,2017-12-27 19:06:13,3890.0,1.0805555555555555,47.69999999999999,22.0,21.2,20.359897172236504,11,101.0,4.764150943396227,299.53333333333336,2.1681818181818175,112.04361111111113,0,3
-16.0,371.9,34.0,20.377,17,6,-0.1,317.8,8.8,145560.0,11,2017,12,3,28,15,0,2017-12-28 15:56:13,2017-12-28 17:10:33,4460.0,1.238888888888889,54.099999999999966,25.2,23.2,20.340807174887892,11,229.0,9.870689655172415,1250.0,2.1468253968253954,113.28250000000003,0,3
-16.1,374.7,34.4,21.511999999999997,19,4,-6.1,318.6,7.6,145669.0,11,2017,12,3,28,22,0,2017-12-28 22:40:26,2017-12-29 00:03:41,4995.0,1.3875,56.099999999999966,26.799999999999997,26.4,19.315315315315313,15,109.0,4.128787878787879,329.8833333333333,2.0932835820895512,114.67000000000003,0,3
-16.0,374.3,32.8,23.468000000000004,17,5,-4.1,307.3,3.2,145791.0,11,2017,12,4,29,15,0,2017-12-29 15:38:39,2017-12-29 17:14:49,5770.0,1.6027777777777779,67.0,29.599999999999998,31.2,18.467937608318888,12,122.0,3.91025641025641,934.9666666666667,2.2635135135135136,116.2727777777778,0,3
-16.1,374.7,33.6,21.654,19,5,-10.6,318.9,6.4,145902.0,11,2017,12,4,29,23,0,2017-12-29 23:01:44,2017-12-30 00:25:50,5046.0,1.4016666666666666,55.80000000000001,27.200000000000003,26.4,19.40546967895363,14,111.0,4.204545454545455,346.9166666666667,2.0514705882352944,117.67444444444448,0,3
-29.9,366.8,30.4,12.065,14,6,-8.3,330.3,15.6,146007.0,11,2017,12,5,30,18,0,2017-12-30 18:23:56,2017-12-30 18:59:06,2110.0,0.5861111111111111,36.5,14.799999999999999,18.0,25.25118483412322,8,105.0,5.833333333333333,1078.1,2.4662162162162162,118.26055555555558,0,3
-64.8,327.0,6.4,0.7709999999999999,11,5,-8.6,314.1,5.2,146114.0,11,2017,12,5,30,23,0,2017-12-30 23:52:30,2017-12-30 23:54:50,140.0,0.03888888888888889,12.899999999999977,1.2000000000000002,25.2,30.85714285714286,6,107.0,4.246031746031746,293.4,10.749999999999979,118.29944444444448,0,3
-16.0,374.8,30.8,19.207,16,6,-60.6,333.5,7.2,146768.0,11,2018,1,1,2,15,0,2018-01-02 15:49:22,2018-01-02 17:09:42,4820.0,1.3388888888888888,41.30000000000001,23.6,26.000000000000004,17.62655601659751,10,107.0,4.115384615384615,872.95,1.7500000000000004,119.63833333333336,0,3
-16.1,374.7,34.4,22.998,19,5,-6.6,314.5,5.6,146892.0,11,2018,1,1,2,23,0,2018-01-02 23:40:03,2018-01-03 01:07:30,5247.0,1.4575,60.19999999999999,28.799999999999997,25.200000000000003,19.7598627787307,14,124.0,4.92063492063492,390.35,2.0902777777777777,121.09583333333336,0,3
-16.0,374.8,32.0,17.899,15,4,-5.6,327.5,10.0,146989.0,11,2018,1,2,3,14,0,2018-01-03 14:16:27,2018-01-03 15:31:37,4510.0,1.2527777777777778,47.30000000000001,22.0,24.4,17.5609756097561,11,97.0,3.975409836065574,788.95,2.1500000000000004,122.34861111111114,0,3
-16.1,374.7,33.6,21.375,17,3,-15.1,319.7,7.2,147103.0,11,2018,1,2,3,22,0,2018-01-03 22:07:53,2018-01-03 23:34:13,5180.0,1.4388888888888889,55.0,26.400000000000002,24.8,18.34749034749035,14,114.0,4.596774193548387,396.26666666666665,2.083333333333333,123.78750000000002,0,3
-25.8,366.5,30.0,10.232999999999999,15,5,-55.2,341.2,17.2,147260.0,11,2018,1,3,4,18,0,2018-01-04 18:10:03,2018-01-04 18:42:43,1960.0,0.5444444444444444,25.30000000000001,12.8,16.400000000000002,23.510204081632658,10,157.0,9.573170731707316,1115.8333333333333,1.9765625000000009,124.33194444444447,0,3
-16.1,374.6,35.2,22.855999999999998,18,4,-58.4,320.4,6.8,147354.0,11,2018,1,3,4,23,0,2018-01-04 23:40:19,2018-01-05 01:10:47,5428.0,1.5077777777777779,54.200000000000045,28.400000000000002,23.2,18.835666912306557,14,94.0,4.051724137931035,297.6,1.9084507042253536,125.83972222222225,0,3
-16.0,374.3,33.6,22.605999999999998,17,6,-8.1,315.6,5.6,147488.0,11,2018,1,4,5,16,0,2018-01-05 16:09:06,2018-01-05 17:40:27,5481.0,1.5225,58.69999999999999,28.0,29.6,18.39080459770115,11,134.0,4.527027027027027,898.3166666666667,2.096428571428571,127.36222222222224,0,3
-64.6,357.9,22.4,8.146,14,4,-5.6,327.3,12.0,147582.0,11,2018,1,4,5,22,0,2018-01-05 22:10:16,2018-01-05 22:33:09,1373.0,0.3813888888888889,30.599999999999966,10.399999999999999,21.6,27.268754552075745,10,94.0,4.351851851851851,269.81666666666666,2.9423076923076894,127.74361111111114,0,3
-16.1,374.7,33.6,15.827,18,5,-6.6,331.9,14.4,147614.0,11,2018,1,4,5,23,0,2018-01-05 23:43:20,2018-01-06 00:52:57,4177.0,1.1602777777777777,42.80000000000001,19.200000000000003,7.999999999999998,16.54776155135265,13,32.0,4.000000000000001,70.18333333333334,2.229166666666667,128.9038888888889,0,3
-16.1,374.8,30.8,17.785,15,4,-7.7,327.8,8.8,147712.0,11,2018,1,5,6,14,0,2018-01-06 14:30:11,2018-01-06 15:47:02,4611.0,1.2808333333333333,47.0,22.0,24.8,17.176317501626546,11,98.0,3.9516129032258065,817.2333333333333,2.1363636363636362,130.18472222222223,0,3
-16.1,370.0,28.0,14.72,17,6,-6.6,329.1,10.0,147805.0,11,2018,1,5,6,20,0,2018-01-06 20:33:35,2018-01-06 21:24:33,3058.0,0.8494444444444444,40.89999999999998,18.0,20.8,21.190320470896012,11,93.0,4.471153846153846,286.55,2.272222222222221,131.0341666666667,0,3
-16.0,374.7,33.6,13.679,17,5,-0.1,335.1,16.8,147867.0,11,2018,1,6,7,0,0,2018-01-07 00:14:03,2018-01-07 01:18:37,3874.0,1.076111111111111,39.599999999999966,16.8,11.2,15.611770779556016,12,62.0,5.5357142857142865,169.5,2.357142857142855,132.1102777777778,0,3
-16.0,374.7,33.2,19.535999999999998,16,6,-8.2,323.7,8.8,147974.0,11,2018,1,6,7,16,0,2018-01-07 16:03:00,2018-01-07 17:26:19,4999.0,1.388611111111111,51.0,24.400000000000002,24.8,17.571514302860574,10,107.0,4.314516129032258,884.3833333333333,2.0901639344262293,133.49888888888893,0,3
-16.1,374.6,34.0,21.831,20,7,-10.0,318.6,6.8,148108.0,11,2018,1,6,7,22,0,2018-01-07 22:48:27,2018-01-08 00:15:15,5208.0,1.4466666666666668,56.0,27.2,26.400000000000002,18.80184331797235,13,134.0,5.075757575757575,322.1333333333333,2.058823529411765,134.9455555555556,0,3
-59.6,346.7,14.4,5.865,9,5,-7.7,323.6,6.8,148220.0,11,2018,1,0,8,14,0,2018-01-08 14:17:34,2018-01-08 14:35:44,1090.0,0.30277777777777776,23.099999999999966,7.6000000000000005,27.2,25.100917431192663,4,112.0,4.11764705882353,842.3166666666667,3.0394736842105217,135.24833333333336,0,3
-16.2,374.7,30.8,13.325999999999999,15,6,-14.8,340.2,14.4,148220.0,11,2018,1,0,8,14,0,2018-01-08 14:38:34,2018-01-08 15:46:14,4060.0,1.1277777777777778,34.5,16.4,0.0,14.541871921182265,9,0.0,,2.8333333333333335,2.103658536585366,136.37611111111113,0,3
-16.0,374.5,32.8,19.715999999999998,17,4,-7.7,322.4,8.8,148328.0,11,2018,1,0,8,21,0,2018-01-08 21:37:34,2018-01-08 22:56:04,4710.0,1.3083333333333333,52.10000000000002,23.999999999999996,22.0,18.343949044585983,13,108.0,4.909090909090909,351.3333333333333,2.1708333333333347,137.68444444444447,0,3
-16.1,374.7,32.8,20.406,15,4,-7.6,320.3,7.2,148441.0,11,2018,1,1,9,15,0,2018-01-09 15:14:39,2018-01-09 16:41:39,5220.0,1.45,54.39999999999998,25.599999999999998,25.599999999999998,17.655172413793103,11,113.0,4.4140625,978.5833333333334,2.124999999999999,139.13444444444445,0,3
-16.1,374.6,34.0,21.980999999999998,17,3,-6.6,317.9,6.4,148559.0,11,2018,1,1,9,22,0,2018-01-09 22:22:35,2018-01-09 23:50:26,5271.0,1.4641666666666666,56.700000000000045,27.6,26.4,18.85031303357997,14,118.0,4.46969696969697,340.93333333333334,2.054347826086958,140.59861111111113,0,3
-16.1,374.3,32.8,18.705,13,3,-8.7,324.2,9.6,148666.0,11,2018,1,2,10,16,0,2018-01-10 16:13:53,2018-01-10 17:38:03,5050.0,1.4027777777777777,50.10000000000002,23.199999999999996,24.4,16.538613861386136,10,107.0,4.385245901639345,983.45,2.159482758620691,142.0013888888889,0,3
-16.1,374.5,32.4,19.666,16,1,-6.6,321.6,8.0,148762.0,11,2018,1,2,10,22,0,2018-01-10 22:32:45,2018-01-10 23:51:49,4744.0,1.3177777777777777,52.89999999999998,24.4,24.799999999999997,18.51602023608769,15,96.0,3.8709677419354844,294.7,2.168032786885245,143.31916666666666,0,3
-16.0,374.7,30.4,18.991,12,1,-9.7,324.8,7.2,148858.0,11,2018,1,3,11,15,0,2018-01-11 15:46:41,2018-01-11 17:11:31,5090.0,1.413888888888889,49.89999999999998,23.2,25.2,16.408644400785853,11,96.0,3.8095238095238098,954.8666666666667,2.1508620689655165,144.73305555555555,0,3
-16.1,374.6,30.4,10.792,12,2,-8.6,342.2,17.2,148916.0,11,2018,1,3,11,19,0,2018-01-11 19:56:06,2018-01-11 20:51:06,3300.0,0.9166666666666666,32.400000000000034,13.2,13.2,14.4,10,58.0,4.3939393939393945,164.58333333333334,2.4545454545454573,145.6497222222222,0,3
-12.2,368.5,29.6,8.677,6,-1,-14.7,340.9,19.2,148976.0,11,2018,1,4,12,12,0,2018-01-12 12:59:33,2018-01-12 13:36:43,2230.0,0.6194444444444445,27.600000000000023,10.400000000000002,11.2,16.789237668161437,7,60.0,5.357142857142858,968.45,2.6538461538461555,146.26916666666665,0,3
-16.2,370.4,31.2,9.754,11,5,-15.7,340.8,19.2,149034.0,11,2018,1,4,12,16,0,2018-01-12 16:31:57,2018-01-12 17:09:58,2281.0,0.6336111111111111,29.599999999999966,12.0,10.400000000000002,18.939061814993423,6,58.0,5.576923076923076,175.23333333333332,2.4666666666666637,146.90277777777777,0,3
-16.2,373.4,32.8,1.445,12,9,-16.3,370.4,31.2,149034.0,11,2018,1,4,12,17,0,2018-01-12 17:10:18,2018-01-12 17:24:38,860.0,0.2388888888888889,3.0,1.5999999999999979,0.0,6.697674418604642,3,0.0,,0.3333333333333333,1.8750000000000024,147.14166666666665,0,3
-16.1,374.6,32.4,20.01,16,2,-6.6,321.1,7.6,149133.0,11,2018,1,4,12,22,0,2018-01-12 22:57:44,2018-01-13 00:17:32,4788.0,1.33,53.5,24.799999999999997,25.199999999999996,18.64661654135338,14,99.0,3.9285714285714293,333.1,2.1572580645161294,148.47166666666666,0,3
-16.1,374.7,31.2,20.076,16,6,-8.8,321.6,6.4,149251.0,11,2018,1,5,13,15,0,2018-01-13 15:54:56,2018-01-13 17:18:07,4991.0,1.386388888888889,53.099999999999966,24.799999999999997,26.0,17.888198757763973,10,118.0,4.538461538461538,937.4,2.141129032258063,149.85805555555555,0,3
-16.1,374.7,32.8,22.97,19,4,-9.1,315.3,4.4,149376.0,11,2018,1,5,13,23,0,2018-01-13 23:20:00,2018-01-14 00:47:28,5248.0,1.4577777777777778,59.39999999999998,28.4,26.799999999999997,19.48170731707317,15,125.0,4.664179104477612,361.8833333333333,2.091549295774647,151.31583333333333,0,3
-16.1,373.1,32.4,16.613,15,5,-9.7,329.0,12.0,149477.0,11,2018,1,6,14,14,0,2018-01-14 14:49:39,2018-01-14 15:57:09,4050.0,1.125,44.10000000000002,20.4,20.799999999999997,18.133333333333333,10,101.0,4.855769230769232,842.1833333333333,2.161764705882354,152.44083333333333,0,3
-16.1,374.7,34.0,22.223000000000003,19,7,-7.6,317.8,6.4,149617.0,11,2018,1,6,14,22,0,2018-01-14 22:44:59,2018-01-15 00:13:17,5298.0,1.4716666666666667,56.89999999999998,27.6,26.0,18.754246885617214,12,140.0,5.384615384615385,407.8333333333333,2.06159420289855,153.9125,0,3
-16.0,374.7,32.0,17.438,14,4,-0.1,327.9,10.4,149707.0,11,2018,1,0,15,15,0,2018-01-15 15:07:22,2018-01-15 16:26:29,4747.0,1.3186111111111112,46.80000000000001,21.6,23.6,16.380872129766168,10,90.0,3.813559322033898,894.0833333333334,2.166666666666667,155.23111111111112,0,3
-16.1,371.0,32.0,14.290999999999999,17,5,-8.0,331.3,14.4,149799.0,11,2018,1,0,15,20,0,2018-01-15 20:23:09,2018-01-15 21:14:00,3051.0,0.8475,39.69999999999999,17.6,17.6,20.766961651917406,12,92.0,5.227272727272727,236.66666666666666,2.2556818181818175,156.07861111111112,0,3
-16.1,372.7,30.4,21.229,16,3,-1.9,317.3,4.0,149909.0,11,2018,1,1,16,10,0,2018-01-16 10:26:03,2018-01-16 11:46:13,4810.0,1.336111111111111,55.39999999999998,26.4,28.0,19.758835758835758,13,110.0,3.9285714285714284,792.05,2.0984848484848477,157.41472222222222,0,3
-16.0,373.5,33.6,14.094000000000001,18,9,-6.6,334.5,16.0,150001.0,11,2018,1,1,16,16,0,2018-01-16 16:21:30,2018-01-16 17:25:29,3839.0,1.0663888888888888,39.0,17.6,14.399999999999999,16.504297994269344,9,92.0,6.388888888888889,275.28333333333336,2.215909090909091,158.48111111111112,0,3
-16.1,374.6,32.8,19.246,18,4,-7.2,324.3,9.2,150105.0,11,2018,1,1,16,23,0,2018-01-16 23:07:45,2018-01-17 00:26:43,4738.0,1.316111111111111,50.30000000000001,23.599999999999998,24.400000000000002,17.931616715913886,14,104.0,4.2622950819672125,342.26666666666665,2.1313559322033906,159.79722222222222,0,3
-16.2,374.7,32.4,17.089000000000002,15,5,-7.2,329.2,11.6,150202.0,11,2018,1,2,17,14,0,2018-01-17 14:14:39,2018-01-17 15:27:49,4390.0,1.2194444444444446,45.5,20.799999999999997,21.199999999999996,17.056947608200453,10,97.0,4.575471698113208,827.9333333333333,2.1875000000000004,161.01666666666665,0,3
-16.1,374.6,34.0,21.07,18,5,-8.1,319.6,8.0,150317.0,11,2018,1,2,17,23,0,2018-01-17 23:06:24,2018-01-18 00:31:15,5091.0,1.4141666666666666,55.0,26.0,24.4,18.385385975250443,13,115.0,4.713114754098361,458.5833333333333,2.1153846153846154,162.4308333333333,0,3
-16.2,370.1,29.6,14.773,14,5,-65.9,334.9,11.6,150418.0,11,2018,1,3,18,19,0,2018-01-18 19:11:13,2018-01-18 20:00:08,2935.0,0.8152777777777778,35.200000000000045,18.0,22.4,22.078364565587734,9,101.0,4.508928571428572,1119.9666666666667,1.9555555555555582,163.24611111111108,0,3
-16.1,374.7,34.4,15.649000000000001,16,5,-50.6,335.1,15.2,150491.0,11,2018,1,3,18,23,0,2018-01-18 23:14:07,2018-01-19 00:23:35,4168.0,1.1577777777777778,39.599999999999966,19.2,14.400000000000002,16.58349328214971,11,73.0,5.069444444444444,193.98333333333332,2.0624999999999982,164.40388888888884,0,3
-16.0,374.7,31.6,21.221999999999998,19,9,-11.7,319.6,5.2,150616.0,11,2018,1,4,19,16,0,2018-01-19 16:15:22,2018-01-19 17:43:22,5280.0,1.4666666666666666,55.099999999999966,26.400000000000002,29.2,18.000000000000004,10,125.0,4.280821917808219,951.7833333333333,2.0871212121212106,165.8705555555555,0,3
-16.1,374.7,34.4,23.7,21,7,-8.6,308.3,4.4,150751.0,11,2018,1,4,19,23,0,2018-01-19 23:36:04,2018-01-20 01:08:32,5548.0,1.541111111111111,66.39999999999998,30.0,27.200000000000003,19.46647440519106,14,135.0,4.963235294117647,352.7,2.2133333333333325,167.41166666666663,0,3
-16.0,371.0,28.8,18.158,17,6,-8.6,322.3,6.4,150866.0,11,2018,1,5,20,15,0,2018-01-20 15:18:41,2018-01-20 16:22:51,3850.0,1.0694444444444444,48.69999999999999,22.4,28.0,20.945454545454545,11,115.0,4.107142857142857,850.15,2.1741071428571423,168.4811111111111,0,3
-12.3,374.8,31.2,2.032,17,12,-12.1,370.7,28.8,150866.0,11,2018,1,5,20,16,0,2018-01-20 16:23:11,2018-01-20 16:50:01,1610.0,0.44722222222222224,4.100000000000023,2.3999999999999986,0.0,5.366459627329189,5,0.0,,0.3333333333333333,1.708333333333344,168.9283333333333,0,3
-16.1,374.7,33.2,21.278000000000002,19,5,-8.1,319.2,6.4,150994.0,11,2018,1,5,20,23,0,2018-01-20 23:23:16,2018-01-21 00:46:04,4968.0,1.38,55.5,26.800000000000004,24.799999999999997,19.42028985507247,14,128.0,5.161290322580646,393.25,2.070895522388059,170.3083333333333,0,3
-16.1,374.6,33.6,18.677,14,4,-8.5,325.4,10.4,151096.0,11,2018,1,6,21,15,0,2018-01-21 15:54:20,2018-01-21 17:13:15,4735.0,1.3152777777777778,49.200000000000045,23.200000000000003,22.800000000000004,17.638859556494193,10,102.0,4.473684210526315,908.2666666666667,2.1206896551724155,171.62361111111107,0,3
-16.1,374.6,30.8,20.328,18,4,-59.8,330.3,5.6,151216.0,11,2018,1,6,21,22,0,2018-01-21 22:48:25,2018-01-22 00:10:52,4947.0,1.3741666666666668,44.30000000000001,25.200000000000003,28.0,18.338386901152216,14,120.0,4.285714285714286,335.1666666666667,1.7579365079365081,172.99777777777774,0,3
-16.0,373.7,32.0,20.176,15,4,-8.7,319.8,6.8,151332.0,11,2018,1,0,22,17,0,2018-01-22 17:07:53,2018-01-22 18:30:53,4980.0,1.3833333333333333,53.89999999999998,25.2,24.0,18.216867469879517,11,116.0,4.833333333333333,1017.0166666666667,2.138888888888888,174.38111111111107,0,3
-16.1,374.4,32.8,21.441,16,1,-42.0,322.0,6.0,151433.0,11,2018,1,0,22,23,0,2018-01-22 23:08:03,2018-01-23 00:34:20,5177.0,1.4380555555555556,52.39999999999998,26.799999999999997,26.0,18.63627583542592,15,101.0,3.8846153846153846,277.1666666666667,1.9552238805970144,175.81916666666663,0,3
-12.0,374.7,30.4,21.646,13,1,-1.9,317.6,3.6,151540.0,11,2018,1,1,23,15,0,2018-01-23 15:28:22,2018-01-23 17:04:02,5740.0,1.5944444444444446,57.099999999999966,26.799999999999997,29.199999999999996,16.808362369337978,12,107.0,3.6643835616438363,894.0333333333333,2.130597014925372,177.41361111111107,0,3
-16.1,374.5,32.8,22.108,15,-1,-8.1,316.9,5.2,151647.0,11,2018,1,1,23,22,0,2018-01-23 22:39:12,2018-01-24 00:08:00,5328.0,1.48,57.60000000000002,27.599999999999998,25.2,18.64864864864865,16,107.0,4.246031746031746,335.1666666666667,2.0869565217391313,178.89361111111106,0,3
-16.0,374.7,32.4,20.796,13,2,-9.2,319.9,6.8,151754.0,11,2018,1,2,24,15,0,2018-01-24 15:37:04,2018-01-24 17:05:57,5333.0,1.4813888888888889,54.80000000000001,25.599999999999998,25.999999999999996,17.281080067504217,11,107.0,4.115384615384616,929.0666666666667,2.1406250000000004,180.37499999999994,0,3
-16.1,374.5,33.6,19.664,15,0,-6.1,321.5,8.8,151851.0,11,2018,1,2,24,22,0,2018-01-24 22:12:52,2018-01-24 23:34:14,4882.0,1.356111111111111,53.0,24.8,23.599999999999998,18.28758705448587,15,97.0,4.110169491525424,306.9166666666667,2.1370967741935485,181.73111111111106,0,3
-16.2,368.1,31.6,8.038,4,-3,-6.9,339.4,21.6,151905.0,11,2018,1,3,25,12,0,2018-01-25 12:22:36,2018-01-25 13:06:17,2621.0,0.7280555555555556,28.700000000000045,10.0,12.0,13.735215566577642,7,54.0,4.5,768.3666666666667,2.8700000000000045,182.45916666666662,0,3
-16.0,374.7,33.2,14.148,10,0,-8.1,333.8,16.0,151960.0,11,2018,1,3,25,16,0,2018-01-25 16:41:13,2018-01-25 17:52:24,4271.0,1.186388888888889,40.89999999999998,17.200000000000003,15.600000000000001,14.497775696558184,10,55.0,3.525641025641025,214.93333333333334,2.3779069767441845,183.64555555555552,0,3
-16.1,374.5,32.4,18.166,14,0,-44.9,330.1,10.0,152044.0,11,2018,1,3,25,22,0,2018-01-25 22:03:43,2018-01-25 23:21:03,4640.0,1.288888888888889,44.39999999999998,22.4,23.200000000000003,17.379310344827584,14,84.0,3.6206896551724133,251.31666666666666,1.9821428571428563,184.9344444444444,0,3
-16.2,374.6,31.6,18.282,11,0,-17.6,326.6,9.2,152136.0,11,2018,1,4,26,14,0,2018-01-26 14:41:23,2018-01-26 16:05:33,5050.0,1.4027777777777777,48.0,22.400000000000002,23.2,15.968316831683172,11,92.0,3.9655172413793105,920.3333333333334,2.142857142857143,186.33722222222218,0,3
-16.1,370.1,29.2,11.575,13,1,-6.4,333.8,15.2,152210.0,11,2018,1,4,26,19,0,2018-01-26 19:32:50,2018-01-26 20:12:20,2370.0,0.6583333333333333,36.30000000000001,14.0,16.400000000000002,21.265822784810126,12,74.0,4.512195121951219,207.28333333333333,2.592857142857144,186.9955555555555,0,3
-16.1,374.6,32.8,17.824,15,1,-11.2,326.8,10.8,152282.0,11,2018,1,4,26,23,0,2018-01-26 23:50:38,2018-01-27 01:06:35,4557.0,1.2658333333333334,47.80000000000001,21.999999999999996,18.8,17.379855167873597,14,72.0,3.829787234042553,216.46666666666667,2.1727272727272737,188.26138888888886,0,3
-16.0,374.6,32.8,21.815,14,2,-8.2,318.0,5.6,152393.0,11,2018,1,5,27,15,0,2018-01-27 15:46:20,2018-01-27 17:18:10,5510.0,1.5305555555555554,56.60000000000002,27.199999999999996,27.199999999999996,17.771324863883844,12,111.0,4.0808823529411775,879.75,2.0808823529411775,189.79194444444443,0,3
-59.9,358.8,22.8,14.535,12,2,-8.7,307.3,4.0,152515.0,11,2018,1,5,27,23,0,2018-01-27 23:20:43,2018-01-28 00:31:31,4248.0,1.18,51.5,18.8,28.799999999999997,15.93220338983051,10,122.0,4.236111111111112,362.55,2.7393617021276593,190.97194444444443,0,3
-14.6,368.6,29.6,4.965,1,-7,-29.8,353.7,23.6,152515.0,11,2018,1,6,28,9,0,2018-01-28 09:16:54,2018-01-28 09:50:54,2040.0,0.5666666666666667,14.900000000000034,6.0,-0.8000000000000007,10.588235294117647,8,0.0,-0.0,525.3833333333333,2.483333333333339,191.5386111111111,0,3
-16.2,369.7,28.0,14.78,10,-1,-7.2,328.0,9.6,152588.0,11,2018,1,6,28,13,0,2018-01-28 13:48:37,2018-01-28 14:41:47,3190.0,0.8861111111111111,41.69999999999999,18.4,20.0,20.76489028213166,11,73.0,3.65,237.71666666666667,2.2663043478260865,192.42472222222221,0,3
-16.2,370.0,30.8,14.808,14,2,-4.6,328.1,12.4,152665.0,11,2018,1,6,28,18,0,2018-01-28 18:41:38,2018-01-28 19:30:48,2950.0,0.8194444444444444,41.89999999999998,18.4,15.6,22.45423728813559,12,77.0,4.935897435897436,239.85,2.277173913043477,193.24416666666667,0,3
-16.1,374.5,32.8,15.588,15,2,-8.3,331.4,13.6,152730.0,11,2018,1,6,28,22,0,2018-01-28 22:51:19,2018-01-29 00:00:26,4147.0,1.1519444444444444,43.10000000000002,19.199999999999996,17.200000000000003,16.667470460573906,13,65.0,3.7790697674418596,200.51666666666668,2.2447916666666683,194.3961111111111,0,3
-16.0,374.6,31.2,21.516,16,5,-8.2,318.6,4.4,152851.0,11,2018,1,0,29,16,0,2018-01-29 16:20:42,2018-01-29 17:46:42,5160.0,1.4333333333333333,56.0,26.799999999999997,28.4,18.69767441860465,11,121.0,4.26056338028169,980.2666666666667,2.0895522388059704,195.82944444444445,0,3
