charge_end_I,charge_end_U,charge_end_soc,charge_energy,charge_max_temp,charge_min_temp,charge_start_I,charge_start_U,charge_start_soc,mileage,vehicle_id,year,month,week,day,hour,night,start,end,second_interval,charge_hour,dU,dsoc,ddsoc,dsoc/hour,dtemp,dmileage,dmileage/soc,interval_min,dU/dsoc,sum_charge,phase,charge_mode,energy/dsoc
-12.4,374.3,31.2,2.517,24,14,-29.8,369.8,28.0,147029.0,14,2017,12,4,29,0,0,2017-12-29 00:55:23,2017-12-29 01:27:33,1930.0,0.5361111111111111,4.5,3.1999999999999993,0.0,5.968911917098445,10,0.0,,2.0,1.4062500000000002,75.56944444444441,0,1,0.7865625000000002
-29.8,368.3,29.2,18.88,20,5,-85.0,324.5,5.6,147126.0,14,2017,12,4,29,16,0,2017-12-29 16:54:21,2017-12-29 17:46:51,3150.0,0.875,43.80000000000001,23.6,25.6,26.97142857142857,15,97.0,3.7890625,926.8,1.855932203389831,76.44444444444441,0,1,0.7999999999999999
-16.8,372.1,32.0,17.605,22,7,-88.0,331.9,10.4,147184.0,14,2017,12,4,29,22,0,2017-12-29 22:21:34,2017-12-29 23:29:43,4089.0,1.1358333333333333,40.200000000000045,21.6,18.799999999999997,19.01687454145268,15,58.0,3.085106382978724,274.71666666666664,1.8611111111111132,77.58027777777775,0,1,0.8150462962962962
-25.9,365.6,24.8,13.802,17,6,-84.8,332.7,8.0,147263.0,14,2017,12,5,30,19,0,2017-12-30 19:33:49,2017-12-30 20:09:49,2160.0,0.6,32.900000000000034,16.8,24.0,28.000000000000004,11,79.0,3.2916666666666665,1204.1,1.9583333333333353,78.18027777777775,0,1,0.821547619047619
-80.3,341.7,10.4,4.242,17,9,-85.0,325.8,4.8,147340.0,14,2017,12,5,30,23,0,2017-12-30 23:45:44,2017-12-30 23:54:54,550.0,0.1527777777777778,15.899999999999977,5.6000000000000005,20.0,36.654545454545456,8,77.0,3.85,215.91666666666666,2.83928571428571,78.33305555555552,0,1,0.7575
-26.5,367.5,28.0,14.583,22,9,-5.6,325.1,9.6,147454.0,14,2017,12,6,31,19,0,2017-12-31 19:15:21,2017-12-31 19:57:21,2520.0,0.7,42.39999999999998,18.4,0.8000000000000007,26.285714285714285,13,114.0,142.4999999999999,1160.45,2.3043478260869557,79.03305555555552,0,1,0.792554347826087
-16.2,372.3,33.2,19.009,25,9,-84.8,327.0,9.6,147531.0,14,2017,12,6,31,23,0,2017-12-31 23:53:21,2018-01-01 01:02:59,4178.0,1.1605555555555556,45.30000000000001,23.6,18.4,20.335088559119196,16,77.0,4.184782608695652,236.0,1.9194915254237293,80.19361111111108,0,1,0.8054661016949152
-16.3,370.0,32.8,12.589,16,5,-85.1,341.0,17.6,147598.0,14,2018,1,0,1,16,0,2018-01-01 16:52:52,2018-01-01 17:35:33,2561.0,0.7113888888888888,29.0,15.199999999999996,15.600000000000001,21.366653650917605,11,67.0,4.294871794871795,949.8833333333333,1.9078947368421058,80.90499999999997,0,1,0.8282236842105266
-16.1,373.9,35.6,24.921999999999997,26,8,-63.4,268.3,4.4,147700.0,14,2018,1,0,1,23,0,2018-01-01 23:13:57,2018-01-02 00:45:17,5480.0,1.5222222222222221,105.59999999999997,31.200000000000003,28.4,20.496350364963508,18,102.0,3.591549295774648,338.4,3.3846153846153832,82.4272222222222,0,1,0.7987820512820512
-16.3,371.7,28.8,18.363,19,6,-85.0,329.7,6.0,147787.0,14,2018,1,1,2,17,0,2018-01-02 17:12:17,2018-01-02 18:16:47,3870.0,1.075,42.0,22.8,29.6,21.209302325581397,13,87.0,2.939189189189189,987.0,1.8421052631578947,83.5022222222222,0,1,0.8053947368421052
-12.6,374.1,30.8,20.951999999999998,23,8,-31.4,321.0,4.8,147868.0,14,2018,1,1,2,23,0,2018-01-02 23:06:40,2018-01-03 00:32:37,5157.0,1.4325,53.10000000000002,26.0,24.0,18.1500872600349,15,81.0,3.375,289.8833333333333,2.042307692307693,84.9347222222222,0,1,0.8058461538461538
-30.0,363.8,28.0,12.074000000000002,14,3,-84.9,336.4,13.2,147938.0,14,2018,1,2,3,17,0,2018-01-03 17:14:38,2018-01-03 17:44:38,1800.0,0.5,27.400000000000034,14.8,17.6,29.6,11,70.0,3.977272727272727,1002.0166666666667,1.8513513513513535,85.4347222222222,0,1,0.8158108108108109
-80.7,354.2,20.4,7.726,15,7,-7.4,321.4,10.4,147992.0,14,2018,1,2,3,21,0,2018-01-03 21:51:09,2018-01-03 22:08:29,1040.0,0.28888888888888886,32.80000000000001,9.999999999999998,17.6,34.61538461538461,8,54.0,3.068181818181818,246.51666666666668,3.2800000000000016,85.7236111111111,0,1,0.7726000000000002
-12.7,374.1,34.8,17.892,22,8,-84.7,333.3,12.8,148016.0,14,2018,1,2,3,23,0,2018-01-03 23:50:16,2018-01-04 01:11:53,4897.0,1.3602777777777777,40.80000000000001,21.999999999999996,7.599999999999998,16.173167245252195,14,24.0,3.157894736842106,101.78333333333333,1.8545454545454554,87.08388888888888,0,1,0.8132727272727274
-16.2,373.4,32.8,12.6,12,3,-84.7,345.2,17.6,148212.0,14,2018,1,4,5,16,0,2018-01-05 16:28:21,2018-01-05 17:27:21,3540.0,0.9833333333333333,28.19999999999999,15.199999999999996,17.199999999999996,15.457627118644064,9,196.0,11.395348837209305,2356.4666666666667,1.8552631578947367,88.06722222222221,0,1,0.8289473684210529
-16.0,374.3,34.0,23.151,22,6,-84.4,316.8,5.2,148300.0,14,2018,1,4,5,22,0,2018-01-05 22:50:11,2018-01-06 00:24:38,5667.0,1.5741666666666667,57.5,28.8,27.599999999999998,18.295394388565377,16,88.0,3.1884057971014497,322.8333333333333,1.9965277777777777,89.64138888888888,0,1,0.8038541666666666
-16.1,374.5,30.8,21.557,20,7,-1.4,318.1,4.0,148395.0,14,2018,1,5,6,15,0,2018-01-06 15:01:27,2018-01-06 16:29:17,5270.0,1.4638888888888888,56.39999999999998,26.8,30.0,18.307400379506642,13,95.0,3.1666666666666665,876.8166666666667,2.1044776119402977,91.10527777777777,0,1,0.804365671641791
-24.0,363.2,22.0,11.753,20,8,-63.7,327.6,7.2,148482.0,14,2018,1,5,6,21,0,2018-01-06 21:37:46,2018-01-06 22:01:46,1440.0,0.4,35.599999999999966,14.8,23.6,37.0,12,87.0,3.6864406779661016,308.48333333333335,2.405405405405403,91.50527777777778,0,1,0.7941216216216216
-12.0,370.2,32.0,12.015,23,10,-85.0,342.8,17.6,148512.0,14,2018,1,5,6,23,0,2018-01-06 23:59:17,2018-01-07 00:47:07,2870.0,0.7972222222222223,27.399999999999977,14.399999999999999,4.399999999999999,18.06271777003484,13,30.0,6.81818181818182,117.51666666666667,1.9027777777777763,92.3025,0,1,0.8343750000000001
-29.9,361.4,27.2,13.645,17,7,-85.0,327.6,10.4,148594.0,14,2018,1,6,7,18,0,2018-01-07 18:06:26,2018-01-07 18:36:26,1800.0,0.5,33.799999999999955,16.799999999999997,24.0,33.599999999999994,10,82.0,3.4166666666666665,1012.3166666666667,2.0119047619047596,92.8025,0,1,0.8122023809523811
-16.2,371.2,33.6,17.616,23,9,-84.7,329.5,12.0,148644.0,14,2018,1,6,7,21,0,2018-01-07 21:56:17,2018-01-07 22:59:27,3790.0,1.0527777777777778,41.69999999999999,21.6,15.2,20.517150395778366,14,50.0,3.2894736842105265,199.85,1.930555555555555,93.85527777777777,0,1,0.8155555555555555
-26.0,365.1,24.0,18.666,18,3,-63.6,311.9,0.8,148726.0,14,2018,1,0,8,20,0,2018-01-08 20:07:26,2018-01-08 20:54:05,2799.0,0.7775,53.200000000000045,23.2,32.800000000000004,29.839228295819936,15,82.0,2.4999999999999996,1267.9833333333333,2.2931034482758643,94.63277777777778,0,1,0.8045689655172414
-30.1,363.7,22.8,9.874,19,6,-5.5,332.1,10.8,148769.0,14,2018,1,1,9,0,0,2018-01-09 00:16:47,2018-01-09 00:37:37,1250.0,0.3472222222222222,31.599999999999966,12.0,13.2,34.56,13,43.0,3.257575757575758,202.7,2.6333333333333306,94.98,0,1,0.8228333333333334
-12.6,374.3,30.0,5.9670000000000005,20,12,-82.0,364.6,22.8,148769.0,14,2018,1,1,9,0,0,2018-01-09 00:39:57,2018-01-09 01:34:16,3259.0,0.9052777777777777,9.699999999999989,7.199999999999999,0.0,7.953359926357778,8,0.0,,2.3333333333333335,1.3472222222222208,95.88527777777779,0,1,0.8287500000000002
-84.6,364.8,24.0,13.53,14,3,-6.5,317.1,6.8,148858.0,14,2018,1,1,9,18,0,2018-01-09 18:14:41,2018-01-09 18:43:21,1720.0,0.4777777777777778,47.69999999999999,17.2,23.2,36.0,11,89.0,3.836206896551724,1000.4166666666666,2.773255813953488,96.36305555555556,0,1,0.7866279069767442
-26.1,363.3,26.4,10.465,18,6,-5.6,330.1,13.6,148889.0,14,2018,1,1,9,21,0,2018-01-09 21:02:51,2018-01-09 21:26:21,1410.0,0.39166666666666666,33.19999999999999,12.799999999999999,10.4,32.680851063829785,12,31.0,2.980769230769231,139.5,2.593749999999999,96.75472222222223,0,1,0.817578125
-16.2,374.1,33.6,15.355,21,6,-84.8,337.9,14.8,148927.0,14,2018,1,1,9,23,0,2018-01-09 23:48:00,2018-01-10 01:00:08,4328.0,1.2022222222222223,36.200000000000045,18.8,11.599999999999998,15.637707948243992,15,38.0,3.275862068965518,141.65,1.9255319148936194,97.95694444444445,0,1,0.8167553191489362
-80.7,354.0,19.2,11.32,12,3,-5.6,302.0,4.8,149015.0,14,2018,1,2,10,19,0,2018-01-10 19:47:37,2018-01-10 20:12:37,1500.0,0.4166666666666667,52.0,14.399999999999999,28.8,34.559999999999995,9,88.0,3.0555555555555554,1127.4833333333333,3.6111111111111116,98.37361111111112,0,1,0.7861111111111112
-16.1,371.8,32.8,19.331,21,6,-5.6,319.4,8.8,149046.0,14,2018,1,2,10,21,0,2018-01-10 21:58:38,2018-01-10 23:07:58,4160.0,1.1555555555555554,52.400000000000034,23.999999999999996,10.399999999999999,20.769230769230766,15,31.0,2.9807692307692313,106.01666666666667,2.183333333333335,99.52916666666667,0,1,0.8054583333333334
-12.4,374.3,32.0,22.453000000000003,20,3,-5.6,315.7,4.4,149190.0,14,2018,1,3,11,22,0,2018-01-11 22:12:09,2018-01-11 23:43:19,5470.0,1.5194444444444444,58.60000000000002,27.6,28.4,18.16453382084095,17,144.0,5.070422535211268,1384.1833333333334,2.123188405797102,101.04861111111111,0,1,0.8135144927536233
-81.3,367.1,24.8,9.672,11,3,-5.6,329.1,12.8,149257.0,14,2018,1,4,12,18,0,2018-01-12 18:15:51,2018-01-12 18:35:48,1197.0,0.3325,38.0,12.0,19.2,36.090225563909776,8,67.0,3.4895833333333335,1112.5333333333333,3.1666666666666665,101.38111111111111,0,1,0.806
-81.6,363.0,23.6,11.604000000000001,17,7,-59.8,325.1,8.8,149307.0,14,2018,1,4,12,21,0,2018-01-12 21:42:07,2018-01-12 22:06:47,1480.0,0.4111111111111111,37.89999999999998,14.8,16.0,36.0,10,50.0,3.125,186.31666666666666,2.560810810810809,101.79222222222222,0,1,0.784054054054054
-12.2,369.7,31.2,15.267999999999999,23,8,-84.9,333.8,12.4,149344.0,14,2018,1,4,12,23,0,2018-01-12 23:53:17,2018-01-13 00:47:35,3258.0,0.905,35.89999999999998,18.799999999999997,11.200000000000001,20.77348066298342,15,37.0,3.3035714285714284,106.5,1.9095744680851054,102.69722222222222,0,1,0.8121276595744682
-8.0,353.4,24.8,2.8369999999999997,7,4,-8.6,345.7,21.6,149394.0,14,2018,1,5,13,17,0,2018-01-13 17:16:21,2018-01-13 18:14:50,3509.0,0.9747222222222223,7.699999999999989,3.1999999999999993,0.0,3.2829866058706174,3,0.0,,0.5,2.406249999999997,103.67194444444445,0,0,0.8865625000000001
-3.1,369.3,32.0,3.5460000000000003,5,1,-7.6,359.5,27.6,149394.0,14,2018,1,5,13,23,0,2018-01-13 23:14:47,2018-01-14 00:40:04,5117.0,1.4213888888888888,9.800000000000011,4.399999999999999,0.0,3.0955638069181153,4,0.0,,9.7,2.2272727272727306,105.09333333333333,0,0,0.8059090909090912
-29.9,364.7,28.4,13.895,16,6,-1.4,319.7,11.2,149470.0,14,2018,1,6,14,20,0,2018-01-14 20:42:06,2018-01-14 21:11:46,1780.0,0.49444444444444446,45.0,17.2,20.8,34.78651685393258,10,76.0,3.6538461538461537,1202.0333333333333,2.616279069767442,105.58777777777777,0,1,0.8078488372093023
-12.5,370.3,31.6,12.243,20,8,-84.8,341.9,16.8,149512.0,14,2018,1,6,14,23,0,2018-01-14 23:54:27,2018-01-15 00:41:44,2837.0,0.7880555555555555,28.400000000000034,14.8,11.599999999999998,18.780401832922102,12,42.0,3.6206896551724146,162.68333333333334,1.918918918918921,106.37583333333333,0,1,0.8272297297297297
-12.0,371.6,31.6,15.529000000000002,16,5,-31.6,332.0,12.8,149579.0,14,2018,1,0,15,17,0,2018-01-15 17:37:15,2018-01-15 18:40:35,3800.0,1.0555555555555556,39.60000000000002,18.8,20.8,17.810526315789474,11,67.0,3.2211538461538463,996.85,2.1063829787234054,107.43138888888889,0,1,0.8260106382978724
-16.2,372.4,32.0,14.337,19,6,-84.5,339.5,14.4,149635.0,14,2018,1,0,15,22,0,2018-01-15 22:42:35,2018-01-15 23:42:55,3620.0,1.0055555555555555,32.89999999999998,17.6,17.6,17.502762430939228,13,56.0,3.1818181818181817,239.5,1.8693181818181803,108.43694444444445,0,1,0.8146022727272726
-16.1,374.5,32.0,16.102999999999998,17,6,-5.6,331.2,12.4,149717.0,14,2018,1,1,16,15,0,2018-01-16 15:37:38,2018-01-16 16:48:48,4270.0,1.1861111111111111,43.30000000000001,19.6,19.6,16.524590163934427,11,82.0,4.183673469387755,954.7166666666667,2.209183673469388,109.62305555555557,0,1,0.8215816326530611
-16.1,374.4,32.0,20.261,23,8,-134.3,329.6,7.2,149800.0,14,2018,1,1,16,22,0,2018-01-16 22:07:58,2018-01-16 23:31:47,5029.0,1.3969444444444445,44.799999999999955,24.8,24.8,17.753032412010338,15,83.0,3.346774193548387,319.1666666666667,1.806451612903224,111.02000000000001,0,1,0.8169758064516128
-16.2,372.2,32.4,14.119000000000002,17,6,-85.0,340.3,15.2,149877.0,14,2018,1,2,17,13,0,2018-01-17 13:55:56,2018-01-17 14:54:26,3510.0,0.975,31.899999999999977,17.2,16.8,17.641025641025642,11,77.0,4.583333333333333,864.15,1.8546511627906965,111.995,0,1,0.8208720930232559
-26.3,363.3,26.4,10.492,19,8,-63.8,335.4,13.2,149944.0,14,2018,1,2,17,20,0,2018-01-17 20:52:26,2018-01-17 21:19:46,1640.0,0.45555555555555555,27.900000000000034,13.2,20.8,28.97560975609756,11,67.0,3.2211538461538463,319.6666666666667,2.1136363636363664,112.45055555555555,0,1,0.7948484848484849
-11.6,370.6,32.0,12.677999999999999,21,8,-20.8,336.0,16.4,149985.0,14,2018,1,3,18,0,0,2018-01-18 00:05:52,2018-01-18 00:53:02,2830.0,0.7861111111111111,34.60000000000002,15.600000000000001,10.0,19.844522968197882,13,41.0,4.1,166.1,2.2179487179487194,113.23666666666666,0,1,0.8126923076923076
-16.3,371.6,34.4,15.181,18,7,-84.9,337.1,15.6,150066.0,14,2018,1,3,18,14,0,2018-01-18 14:36:14,2018-01-18 15:29:14,3180.0,0.8833333333333333,34.5,18.799999999999997,18.4,21.283018867924525,11,81.0,4.4021739130434785,796.5333333333333,1.8351063829787237,114.12,0,1,0.8075000000000001
-105.9,351.6,20.0,9.644,20,10,-85.1,318.1,7.6,150180.0,14,2018,1,3,18,20,0,2018-01-18 20:05:45,2018-01-18 20:25:15,1170.0,0.325,33.5,12.4,26.799999999999997,38.15384615384615,10,114.0,4.253731343283582,276.51666666666665,2.7016129032258065,114.44500000000001,0,1,0.7777419354838709
-30.1,364.0,30.0,15.217,26,11,-85.0,326.4,10.8,150207.0,14,2018,1,3,18,22,0,2018-01-18 22:32:15,2018-01-18 23:07:05,2090.0,0.5805555555555556,37.60000000000002,19.2,9.2,33.071770334928225,15,27.0,2.9347826086956523,127.0,1.9583333333333346,115.02555555555556,0,1,0.7925520833333334
-85.0,345.3,11.2,2.6839999999999997,10,6,-20.9,326.8,7.6,150260.0,14,2018,1,4,19,13,0,2018-01-19 13:04:37,2018-01-19 13:10:17,340.0,0.09444444444444444,18.5,3.5999999999999996,22.4,38.11764705882353,4,53.0,2.366071428571429,837.5333333333333,5.138888888888889,115.12,0,1,0.7455555555555555
-16.2,374.5,30.4,15.658,19,8,-85.0,341.2,11.2,150260.0,14,2018,1,4,19,13,0,2018-01-19 13:13:05,2018-01-19 14:18:15,3910.0,1.086111111111111,33.30000000000001,19.2,0.0,17.677749360613813,11,0.0,,2.8,1.7343750000000007,116.20611111111111,0,1,0.8155208333333334
-15.2,373.1,30.0,4.524,18,12,-60.3,361.4,24.4,150290.0,14,2018,1,4,19,16,0,2018-01-19 16:47:19,2018-01-19 17:24:59,2260.0,0.6277777777777778,11.700000000000045,5.600000000000001,6.800000000000001,8.920353982300888,6,30.0,4.411764705882352,109.78333333333333,2.089285714285722,116.8338888888889,0,1,0.8078571428571426
-11.6,369.8,27.6,17.56,22,8,-85.0,327.9,6.0,150381.0,14,2018,1,4,19,23,0,2018-01-19 23:31:38,2018-01-20 00:26:06,3268.0,0.9077777777777778,41.900000000000034,21.6,24.0,23.794369645042842,14,91.0,3.7916666666666665,366.65,1.9398148148148162,117.74166666666667,0,1,0.8129629629629629
-9.0,368.9,33.2,13.139000000000001,14,3,-64.5,336.9,16.8,150510.0,14,2018,1,0,22,8,0,2018-01-22 08:02:24,2018-01-22 08:45:55,2611.0,0.7252777777777778,32.0,16.400000000000002,16.400000000000002,22.612026043661434,11,64.0,3.9024390243902434,307.3666666666667,1.9512195121951217,118.46694444444445,0,1,0.8011585365853658
-7.9,373.0,35.6,6.763999999999999,15,7,-85.2,361.0,27.6,150536.0,14,2018,1,0,22,9,0,2018-01-22 09:50:29,2018-01-22 10:35:09,2680.0,0.7444444444444445,12.0,8.0,5.600000000000001,10.746268656716417,8,26.0,4.6428571428571415,63.4,1.5,119.21138888888889,0,1,0.8454999999999999
-16.3,369.7,29.6,18.695999999999998,20,4,-84.9,327.0,6.0,150650.0,14,2018,1,0,22,17,0,2018-01-22 17:19:55,2018-01-22 18:16:35,3400.0,0.9444444444444444,42.69999999999999,23.6,29.6,24.98823529411765,16,114.0,3.8513513513513513,404.76666666666665,1.8093220338983045,120.15583333333333,0,1,0.7922033898305083
-12.5,370.7,28.0,18.169,18,0,-79.9,330.0,5.6,150725.0,14,2018,1,1,23,0,0,2018-01-23 00:17:31,2018-01-23 01:28:31,4260.0,1.1833333333333333,40.69999999999999,22.4,24.0,18.929577464788732,18,75.0,3.125,360.93333333333334,1.8169642857142854,121.33916666666667,0,1,0.8111160714285715
-15.4,371.5,34.4,18.783,16,1,-84.2,330.5,11.2,150811.0,14,2018,1,1,23,14,0,2018-01-23 14:53:43,2018-01-23 16:05:44,4321.0,1.2002777777777778,41.0,23.2,19.2,19.328859060402685,15,86.0,4.479166666666667,774.5333333333333,1.767241379310345,122.53944444444444,0,1,0.8096120689655173
-81.4,363.6,26.0,14.194,17,2,-2.9,314.0,8.0,150892.0,14,2018,1,1,23,21,0,2018-01-23 21:10:53,2018-01-23 21:42:33,1900.0,0.5277777777777778,49.60000000000002,18.0,26.4,34.10526315789473,15,81.0,3.0681818181818183,305.15,2.755555555555557,123.06722222222221,0,1,0.7885555555555556
-11.4,373.7,35.6,16.712,22,4,-5.6,325.4,13.6,150932.0,14,2018,1,1,23,23,0,2018-01-23 23:42:43,2018-01-24 01:04:20,4897.0,1.3602777777777777,48.30000000000001,22.0,12.4,16.173167245252195,18,40.0,3.225806451612903,120.16666666666667,2.1954545454545458,124.4275,0,1,0.7596363636363637
-81.3,365.5,24.0,14.322000000000001,14,2,-85.0,326.6,5.6,151019.0,14,2018,1,2,24,18,0,2018-01-24 18:09:34,2018-01-24 18:40:04,1830.0,0.5083333333333333,38.89999999999998,18.4,30.0,36.19672131147541,12,87.0,2.9,1025.2333333333333,2.1141304347826075,124.93583333333333,0,1,0.7783695652173914
-16.1,374.2,34.4,22.808000000000003,21,3,-84.9,319.8,5.6,151081.0,14,2018,1,2,24,23,0,2018-01-24 23:36:17,2018-01-25 01:05:35,5358.0,1.4883333333333333,54.39999999999998,28.799999999999997,18.4,19.350503919372898,18,62.0,3.3695652173913047,296.21666666666664,1.8888888888888884,126.42416666666666,0,1,0.7919444444444447
-12.5,374.4,32.8,14.110999999999999,11,0,-85.0,345.0,16.0,151139.0,14,2018,1,3,25,15,0,2018-01-25 15:04:24,2018-01-25 16:20:55,4591.0,1.2752777777777777,29.399999999999977,16.799999999999997,18.4,13.173600522761923,11,58.0,3.1521739130434785,838.8166666666667,1.749999999999999,127.69944444444444,0,1,0.8399404761904763
-84.9,360.7,22.0,12.890999999999998,17,4,-31.6,316.8,5.6,151239.0,14,2018,1,3,25,21,0,2018-01-25 21:16:19,2018-01-25 21:44:49,1710.0,0.475,43.89999999999998,16.4,27.199999999999996,34.526315789473685,13,100.0,3.676470588235295,295.4,2.676829268292682,128.17444444444445,0,1,0.7860365853658536
-12.2,373.8,33.2,18.203,22,6,-5.6,325.2,10.8,151275.0,14,2018,1,3,25,23,0,2018-01-25 23:36:09,2018-01-26 00:55:56,4787.0,1.3297222222222222,48.60000000000002,22.400000000000002,11.2,16.845623563818677,16,36.0,3.2142857142857144,111.33333333333333,2.169642857142858,129.50416666666666,0,1,0.8126339285714285
-5.8,369.1,30.8,6.608,4,-1,-7.9,348.2,22.8,151308.0,14,2018,1,4,26,12,0,2018-01-26 12:01:09,2018-01-26 14:21:19,8410.0,2.3361111111111112,20.900000000000034,8.0,10.400000000000002,3.4244946492271104,5,33.0,3.1730769230769225,665.2166666666667,2.6125000000000043,131.84027777777777,0,0,0.826
-80.6,361.5,25.6,15.308,16,3,-20.9,279.0,5.6,151392.0,14,2018,1,4,26,20,0,2018-01-26 20:55:44,2018-01-26 21:30:04,2060.0,0.5722222222222222,82.5,20.0,25.200000000000003,34.95145631067961,13,84.0,3.333333333333333,394.4166666666667,4.125,132.4125,0,1,0.7654
-0.1,372.1,36.0,20.826,23,6,-5.0,317.7,10.0,151447.0,14,2018,1,4,26,23,0,2018-01-26 23:52:15,2018-01-27 01:15:02,4967.0,1.3797222222222223,54.400000000000034,26.0,15.600000000000001,18.84437286088182,17,55.0,3.525641025641025,142.18333333333334,2.0923076923076938,133.79222222222222,0,0,0.801
-29.9,370.5,32.4,19.698,19,3,-84.9,324.8,8.0,151540.0,14,2018,1,5,27,16,0,2018-01-27 16:52:47,2018-01-27 17:48:57,3370.0,0.9361111111111111,45.69999999999999,24.4,28.0,26.06528189910979,16,93.0,3.3214285714285716,937.75,1.8729508196721307,134.72833333333332,0,1,0.8072950819672132
-0.1,373.3,35.6,23.976999999999997,23,4,-84.8,300.1,5.6,151633.0,14,2018,1,5,27,23,0,2018-01-27 23:35:48,2018-01-28 01:11:05,5717.0,1.5880555555555556,73.19999999999999,30.0,26.799999999999997,18.891026762287915,19,93.0,3.4701492537313436,346.85,2.4399999999999995,136.31638888888887,0,1,0.7992333333333332
-16.3,370.7,30.4,13.012,11,0,-63.6,340.0,14.8,151686.0,14,2018,1,6,28,17,0,2018-01-28 17:29:42,2018-01-28 18:21:52,3130.0,0.8694444444444445,30.69999999999999,15.599999999999998,20.8,17.94249201277955,11,53.0,2.548076923076923,978.6166666666667,1.9679487179487174,137.1858333333333,0,1,0.8341025641025642
-12.4,374.2,32.8,19.418,18,3,-31.5,324.1,8.8,151751.0,14,2018,1,6,28,22,0,2018-01-28 22:32:51,2018-01-28 23:58:01,5110.0,1.4194444444444445,50.099999999999966,23.999999999999996,21.599999999999998,16.908023483365945,15,65.0,3.0092592592592595,250.98333333333332,2.087499999999999,138.60527777777776,0,1,0.8090833333333334
-12.4,374.4,30.8,22.127,19,5,-5.6,317.2,3.2,151847.0,14,2018,1,0,29,15,0,2018-01-29 15:20:27,2018-01-29 16:48:58,5311.0,1.4752777777777777,57.19999999999999,27.6,29.599999999999998,18.70834117868575,14,96.0,3.2432432432432434,922.4333333333333,2.0724637681159415,140.08055555555555,0,1,0.8017028985507245
-16.2,370.1,32.0,11.235999999999999,17,5,-103.7,344.2,18.4,151899.0,14,2018,1,0,29,21,0,2018-01-29 21:50:10,2018-01-29 22:36:20,2770.0,0.7694444444444445,25.900000000000034,13.600000000000001,12.400000000000002,17.675090252707584,12,52.0,4.193548387096773,301.2,1.9044117647058847,140.85,0,1,0.8261764705882352
-13.0,374.3,30.4,18.11,18,6,-56.6,331.4,8.0,151980.0,14,2018,1,1,30,13,0,2018-01-30 13:04:45,2018-01-30 14:21:55,4630.0,1.2861111111111112,42.900000000000034,22.4,24.0,17.416846652267814,12,81.0,3.375,868.4166666666666,1.9151785714285732,142.1361111111111,0,1,0.8084821428571429
-16.2,374.4,29.6,18.185,12,-1,-29.9,329.8,7.6,152031.0,14,2018,2,4,2,16,0,2018-02-02 16:57:15,2018-02-02 18:16:15,4740.0,1.3166666666666667,44.599999999999966,22.0,22.799999999999997,16.70886075949367,13,51.0,2.236842105263158,4475.333333333333,2.0272727272727256,143.45277777777775,0,1,0.826590909090909
-16.2,374.4,32.4,17.805999999999997,10,-2,-7.1,329.5,12.8,152102.0,14,2018,2,5,3,10,0,2018-02-03 10:58:36,2018-02-03 12:17:29,4733.0,1.3147222222222221,44.89999999999998,19.599999999999998,16.8,14.90809211916332,12,71.0,4.226190476190476,1002.35,2.2908163265306114,144.76749999999998,0,1,0.908469387755102
-16.1,374.4,33.6,6.456,14,8,-29.9,362.9,26.4,152157.0,14,2018,2,5,3,17,0,2018-02-03 17:09:53,2018-02-03 17:53:13,2600.0,0.7222222222222222,11.5,7.200000000000003,6.0,9.969230769230773,6,55.0,9.166666666666666,292.4,1.5972222222222217,145.4897222222222,0,1,0.8966666666666664
-16.2,372.6,28.8,17.824,10,-2,-29.7,332.9,9.2,152229.0,14,2018,2,0,5,12,0,2018-02-05 12:47:39,2018-02-05 14:09:38,4919.0,1.3663888888888889,39.700000000000045,19.6,0.0,14.344378938808703,12,0.0,,27.666666666666668,2.025510204081635,146.8561111111111,0,1,0.9093877551020408
-7.5,374.2,33.6,5.138,8,3,-8.3,360.1,27.6,152260.0,14,2018,2,0,5,17,0,2018-02-05 17:51:27,2018-02-05 19:35:57,6270.0,1.7416666666666667,14.099999999999966,6.0,1.1999999999999993,3.4449760765550237,5,31.0,25.83333333333335,221.81666666666666,2.3499999999999943,148.59777777777776,0,0,0.8563333333333333
-16.2,374.4,30.0,17.227999999999998,15,2,-31.7,329.9,8.4,152351.0,14,2018,2,1,6,13,0,2018-02-06 13:02:03,2018-02-06 14:18:53,4610.0,1.2805555555555554,44.5,21.6,25.200000000000003,16.867678958785252,13,91.0,3.6111111111111107,1046.1,2.060185185185185,149.87833333333333,0,1,0.7975925925925924
-7.9,358.3,26.8,7.468999999999999,3,-3,-4.4,336.2,17.6,152457.0,14,2018,2,2,7,7,0,2018-02-07 07:13:57,2018-02-07 09:57:12,9795.0,2.720833333333333,22.100000000000023,9.2,11.2,3.3813169984686064,6,46.0,4.107142857142858,695.4,2.4021739130434807,152.59916666666666,0,0,0.8118478260869565
-29.7,368.1,30.4,12.769,13,1,-0.9,323.1,12.4,152537.0,14,2018,2,3,8,12,0,2018-02-08 12:03:50,2018-02-08 12:45:10,2480.0,0.6888888888888889,45.0,18.0,21.6,26.129032258064516,12,80.0,3.7037037037037033,1103.6,2.5,160.99694444444444,0,1,0.7093888888888888
